# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
365,71
366,71
367,45
368,43
369,59
370,27
371,76
372,65
373,69
374,35
375,69
376,89
377,6
378,99
379,71
380,17
381,83
382,20
383,53
384,83
385,90
386,96
387,82
388,34
389,94
390,17
391,24
392,76
393,33
394,28
395,72
396,12
397,65
398,69
399,49
400,89
401,33
402,50
403,18
404,33
405,93
406,50
407,61
408,75
409,36
410,54
411,86
412,80
413,54
414,75
415,9
416,2
417,74
418,97
419,19
420,40
421,17
422,19
423,95
424,21
425,83
426,29
427,84
428,59
429,78
430,76
431,48
432,29
433,53
434,43
435,14
436,83
437,47
438,98
439,56
440,83
441,14
442,4
443,5
444,65
445,79
446,86
447,35
448,53
449,46
450,43
451,6
452,15
453,95
454,33
455,85
456,65
457,58
458,10
459,26
460,94
461,48
462,53
463,67
464,76
465,59
466,89
467,38
468,23
469,52
470,58
471,11
472,25
473,94
474,70
475,11
476,2
477,82
478,93
479,68
480,4
481,98
482,13
483,26
484,64
485,18
486,0
487,60
488,74
489,53
490,16
491,3
492,25
493,30
494,94
495,65
496,20
497,74
498,97
499,87
500,17
501,84
502,67
503,20
504,66
505,91
506,37
507,45
508,75
509,85
510,47
511,32
512,29
513,74
514,87
515,34
516,86
517,10
518,67
519,3
520,1
521,59
522,49
523,27
524,98
525,74
526,21
527,59
528,40
529,93
530,11
531,6
532,29
533,99
534,54
535,42
536,32
537,71
538,75
539,15
540,11
541,65
542,42
543,7
544,5
545,42
546,25
547,90
548,24
549,15
550,32
551,84
552,68
553,21
554,98
555,20
556,59
557,92
558,0
559,7
560,37
561,83
562,41
563,97
564,65
565,80
566,88
567,71
568,18
569,0
570,23
571,37
572,55
573,65
574,95
575,22
576,6
577,47
578,6
579,47
580,16
581,76
582,17
583,62
584,88
585,72
586,74
587,37
588,90
589,30
590,67
591,88
592,35
593,5
594,54
595,46
596,18
597,4
598,75
599,12
600,55
601,66
602,2
603,11
604,39
605,53
606,46
607,98
608,13
609,21
610,16
611,89
612,96
613,63
614,12
615,4
616,52
617,98
618,39
619,62
620,92
621,55
622,82
623,96
624,84
625,48
626,54
627,64
628,34
629,19
630,81
631,9
632,61
633,26
634,73
635,18
636,9
637,22
638,93
639,47
640,7
641,47
642,70
643,62
644,80
645,55
646,49
647,16
648,37
649,14
650,13
651,69
652,23
653,68
654,69
655,32
656,18
657,36
658,49
659,30
660,78
661,71
662,99
663,76
664,72
665,33
666,26
667,42
668,96
669,41
670,4
671,15
672,15
673,63
674,22
675,51
676,17
677,90
678,75
679,94
680,43
681,44
682,88
683,56
684,51
685,27
686,83
687,86
688,31
689,19
690,76
691,68
692,22
693,73
694,76
695,82
696,15
697,87
698,27
699,71
700,27
701,49
702,60
703,40
704,17
705,2
706,90
707,9
708,82
709,4
710,21
711,7
712,99
713,92
714,70
715,26
716,93
717,12
718,81
719,85
720,79
721,67
722,21
723,26
724,91
725,16
726,96
727,49
728,54
729,34
730,49
731,46
732,97
733,98
734,83
735,34
736,73
737,29
738,91
739,3
740,81
741,92
742,90
743,6
744,10
745,63
746,9
747,81
748,72
749,26
750,30
751,69
752,51
753,12
754,14
755,31
756,52
757,10
758,91
759,12
760,37
761,73
762,47
763,11
764,43
765,96
766,39
767,55
768,30
769,5
770,96
771,34
772,43
773,83
774,38
775,16
776,21
777,61
778,81
779,41
780,97
781,54
782,65
783,95
784,50
785,54
786,21
787,31
788,97
789,14
790,19
791,96
792,94
793,11
794,15
795,62
796,23
797,60
798,30
799,43
800,29
801,56
802,71
803,15
804,54
805,16
806,35
807,76
808,53
809,65
810,55
811,45
812,73
813,67
814,95
815,50
816,88
817,11
818,64
819,64
820,51
821,74
822,59
823,48
824,13
825,82
826,35
827,72
828,32
829,72
830,29
831,85
832,77
833,46
834,0
835,12
836,30
837,79
838,72
839,84
840,9
841,51
842,25
843,47
844,71
845,99
846,46
847,54
848,34
849,72
850,89
851,93
852,93
853,58
854,76
855,13
856,35
857,92
858,94
859,3
860,16
861,99
862,44
863,96
864,68
865,83
866,5
867,91
868,77
869,24
870,79
871,49
872,7
873,93
874,1
875,81
876,0
877,4
878,46
879,51
880,32
881,15
882,64
883,75
884,69
885,7
886,33
887,63
888,33
889,66
890,1
891,94
892,9
893,34
894,4
895,55
896,92
897,65
898,45
899,23
900,3
901,47
902,32
903,65
904,72
905,67
906,31
907,30
908,75
909,7
910,94
911,97
912,59
913,49
914,27
915,94
916,29
917,57
918,34
919,86
920,71
921,49
922,41
923,5
924,52
925,67
926,63
927,5
928,92
929,69
930,28
931,75
932,54
933,59
934,20
935,90
936,85
937,90
938,91
939,10
940,83
941,21
942,90
943,39
944,34
945,59
946,52
947,0
948,91
949,4
950,59
951,86
952,23
953,28
954,16
955,15
956,75
957,71
958,34
959,90
960,85
961,21
962,74
963,29
964,89
965,83
966,87
967,56
968,9
969,10
970,6
971,44
972,45
973,72
974,10
975,11
976,85
977,49
978,76
979,80
980,60
981,85
982,60
983,34
984,32
985,9
986,15
987,75
988,49
989,96
990,66
991,96
992,8
993,2
994,17
995,19
996,36
997,95
998,62
999,60
1000,75
1001,4
1002,63
1003,33
1004,9
1005,70
1006,48
1007,80
1008,94
1009,29
1010,0
1011,59
1012,74
1013,6
1014,71
1015,85
1016,61
1017,23
1018,38
1019,18
1020,75
1021,56
1022,95
1023,34
1024,16
1025,6
1026,95
1027,32
1028,2
1029,48
1030,75
1031,96
1032,6
1033,84
1034,28
1035,0
1036,83
1037,59
1038,23
1039,35
1040,6
1041,29
1042,47
1043,17
1044,77
1045,23
1046,90
1047,31
1048,77
1049,97
1050,24
1051,76
1052,97
1053,96
1054,12
1055,0
1056,53
1057,50
1058,16
1059,62
1060,63
1061,86
1062,57
1063,93
1064,33
1065,7
1066,24
1067,0
1068,49
1069,91
1070,50
1071,74
1072,95
1073,80
1074,91
1075,1
1076,7
1077,40
1078,12
1079,35
1080,7
1081,20
1082,35
1083,93
1084,70
1085,12
1086,77
1087,83
1088,50
1089,6
1090,18
1091,53
1092,45
1093,1
1094,8
1095,4
1096,88
1097,60
1098,88
1099,26
1100,43
1101,86
1102,28
1103,54
1104,88
1105,55
1106,17
1107,3
1108,17
1109,11
1110,5
1111,50
1112,57
1113,46
1114,25
1115,19
1116,51
1117,69
1118,62
1119,66
1120,78
1121,22
1122,39
1123,39
1124,47
1125,64
1126,15
1127,84
1128,34
1129,78
1130,82
1131,29
1132,43
1133,51
1134,54
1135,12
1136,70
1137,61
1138,3
1139,83
1140,61
1141,77
1142,82
1143,13
1144,28
1145,96
1146,32
1147,69
1148,55
1149,58
1150,46
1151,45
1152,98
1153,68
1154,40
1155,63
1156,66
1157,45
1158,30
1159,19
1160,91
1161,55
1162,83
1163,17
1164,6
1165,81
1166,8
1167,46
1168,10
1169,22
1170,4
1171,81
1172,2
1173,7
1174,90
1175,97
1176,26
1177,85
1178,76
1179,3
1180,98
1181,8
1182,23
1183,83
1184,5
1185,30
1186,38
1187,69
1188,65
1189,25
1190,76
1191,0
1192,33
1193,98
1194,98
1195,49
1196,52
1197,0
1198,22
1199,85
1200,83
1201,85
1202,19
1203,6
1204,22
1205,66
1206,87
1207,1
1208,2
1209,86
1210,26
1211,38
1212,61
1213,55
1214,43
1215,74
1216,24
1217,44
1218,36
1219,83
1220,66
1221,58
1222,51
1223,30
1224,24
1225,86
1226,16
1227,58
1228,57
1229,44
1230,58
1231,85
1232,35
1233,99
1234,81
1235,81
1236,33
1237,47
1238,33
1239,99
1240,46
1241,31
1242,33
1243,99
1244,34
1245,28
1246,84
1247,14
1248,53
1249,57
1250,64
1251,54
1252,15
1253,34
1254,69
1255,53
1256,98
1257,58
1258,82
1259,85
1260,98
1261,20
1262,36
1263,85
1264,78
1265,15
1266,73
1267,53
1268,35
1269,32
1270,44
1271,52
1272,58
1273,94
1274,58
1275,62
1276,27
1277,14
1278,11
1279,40
1280,2
1281,28
1282,1
1283,44
1284,87
1285,18
1286,76
1287,74
1288,88
1289,22
1290,90
1291,72
1292,9
1293,21
1294,52
1295,42
1296,85
1297,46
1298,73
1299,94
1300,20
1301,36
1302,33
1303,29
1304,79
1305,98
1306,47
1307,33
1308,99
1309,56
1310,1
1311,4
1312,63
1313,17
1314,83
1315,44
1316,38
1317,15
1318,57
1319,76
1320,92
1321,42
1322,86
1323,56
1324,30
1325,70
1326,24
1327,47
1328,22
1329,37
1330,78
1331,47
1332,67
1333,3
1334,84
1335,60
1336,36
1337,93
1338,21
1339,92
1340,81
1341,99
1342,20
1343,70
1344,93
1345,9
1346,15
1347,40
1348,3
1349,74
1350,67
1351,61
1352,64
1353,66
1354,98
1355,94
1356,77
1357,77
1358,41
1359,33
1360,27
1361,7
1362,42
1363,99
1364,5
1365,84
1366,94
1367,59
1368,25
1369,80
1370,23
1371,73
1372,3
1373,96
1374,42
1375,27
1376,93
1377,87
1378,63
1379,1
1380,91
1381,52
1382,46
1383,88
1384,69
1385,96
1386,62
1387,74
1388,6
1389,7
1390,12
1391,13
1392,78
1393,8
1394,46
1395,51
1396,15
1397,34
1398,81
1399,85
1400,90
1401,48
1402,16
1403,47
1404,2
1405,48
1406,89
1407,97
1408,40
1409,84
1410,61
1411,91
1412,30
1413,41
1414,5
1415,74
1416,41
1417,16
1418,2
1419,99
1420,96
1421,72
1422,47
1423,47
1424,87
1425,48
1426,87
1427,52
1428,79
1429,52
1430,19
1431,20
1432,77
1433,90
1434,70
1435,9
1436,48
1437,25
1438,90
1439,59
1440,49
1441,57
1442,34
1443,2
1444,4
1445,92
1446,18
1447,93
1448,27
1449,55
1450,82
1451,78
1452,5
1453,8
1454,98
1455,41
1456,24
1457,13
1458,53
1459,4
1460,39
1461,29
1462,93
1463,7
1464,90
1465,22
1466,76
1467,88
1468,52
1469,82
1470,24
1471,30
1472,87
1473,95
1474,47
1475,60
1476,92
1477,50
1478,43
1479,63
1480,30
1481,44
1482,94
1483,53
1484,34
1485,9
1486,39
1487,51
1488,4
1489,16
1490,46
1491,59
1492,21
1493,70
1494,31
1495,74
1496,86
1497,55
1498,65
1499,60
1500,70
1501,88
1502,48
1503,29
1504,69
1505,83
1506,80
1507,72
1508,97
1509,79
1510,63
1511,51
1512,81
1513,21
1514,79
1515,46
1516,48
1517,72
1518,36
1519,82
1520,89
1521,63
1522,13
1523,34
1524,3
1525,30
1526,72
1527,64
1528,64
1529,31
1530,31
1531,40
1532,57
1533,83
1534,60
1535,96
1536,87
1537,54
1538,60
1539,87
1540,7
1541,96
1542,81
1543,97
1544,22
1545,43
1546,46
1547,87
1548,84
1549,92
1550,18
1551,94
1552,19
1553,51
1554,77
1555,38
1556,2
1557,22
1558,37
1559,32
1560,76
1561,87
1562,25
1563,23
1564,45
1565,15
1566,3
1567,70
1568,18
1569,40
1570,0
1571,97
1572,56
1573,68
1574,44
1575,85
1576,41
1577,64
1578,81
1579,47
1580,81
1581,53
1582,54
1583,13
1584,51
1585,58
1586,64
1587,43
1588,63
1589,95
1590,82
1591,74
1592,63
1593,68
1594,55
1595,43
1596,50
1597,1
1598,92
1599,18
1600,23
1601,68
1602,57
1603,68
1604,62
1605,87
1606,42
1607,97
1608,60
1609,11
1610,70
1611,79
1612,26
1613,8
1614,82
1615,30
1616,8
1617,17
1618,48
1619,70
1620,35
1621,14
1622,94
1623,57
1624,61
1625,62
1626,97
1627,67
1628,55
1629,15
1630,72
1631,61
1632,17
1633,49
1634,74
1635,13
1636,94
1637,83
1638,66
1639,50
1640,42
1641,5
1642,85
1643,97
1644,56
1645,41
1646,31
1647,39
1648,22
1649,40
1650,11
1651,82
1652,97
1653,41
1654,12
1655,96
1656,89
1657,50
1658,68
1659,29
1660,93
1661,75
1662,60
1663,24
1664,36
1665,4
1666,97
1667,21
1668,51
1669,99
1670,41
1671,57
1672,41
1673,57
1674,42
1675,56
1676,59
1677,2
1678,62
1679,77
1680,95
1681,68
1682,10
1683,96
1684,40
1685,51
1686,86
1687,35
1688,69
1689,10
1690,31
1691,10
1692,96
1693,90
1694,37
1695,59
1696,99
1697,6
1698,6
1699,51
1700,35
1701,65
1702,64
1703,67
1704,48
1705,4
1706,85
1707,78
1708,35
1709,4
1710,61
1711,2
1712,38
1713,80
1714,60
1715,62
1716,43
1717,80
1718,82
1719,21
1720,16
1721,56
1722,36
1723,59
1724,82
1725,31
1726,2
1727,22
1728,54
1729,1
1730,0
1731,88
1732,58
1733,62
1734,12
1735,85
1736,56
1737,72
1738,14
1739,14
1740,80
1741,83
1742,60
1743,16
1744,99
1745,38
1746,93
1747,17
1748,80
1749,43
1750,79
1751,71
1752,37
1753,85
1754,96
1755,23
1756,20
1757,14
1758,20
1759,77
1760,84
1761,13
1762,22
1763,74
1764,14
1765,50
1766,48
1767,60
1768,36
1769,23
1770,25
1771,98
1772,27
1773,87
1774,43
1775,96
1776,40
1777,0
1778,99
1779,3
1780,8
1781,79
1782,73
1783,37
1784,50
1785,98
1786,74
1787,51
1788,96
1789,97
1790,85
1791,17
1792,81
1793,93
1794,58
1795,77
1796,89
1797,98
1798,99
1799,83
1800,32
1801,93
1802,40
1803,54
1804,55
1805,97
1806,41
1807,7
1808,66
1809,1
1810,83
1811,81
1812,82
1813,66
1814,23
1815,94
1816,45
1817,64
1818,7
1819,37
1820,6
1821,71
1822,34
1823,79
1824,34
1825,95
1826,98
1827,42
1828,9
1829,93
1830,92
1831,84
1832,38
1833,3
1834,7
1835,45
1836,64
1837,6
1838,88
1839,44
1840,74
1841,26
1842,29
1843,10
1844,31
1845,16
1846,57
1847,47
1848,3
1849,99
1850,68
1851,77
1852,9
1853,74
1854,84
1855,93
1856,20
1857,70
1858,39
1859,95
1860,71
1861,36
1862,0
1863,19
1864,58
1865,24
1866,29
1867,22
1868,66
1869,46
1870,83
1871,60
1872,72
1873,79
1874,61
1875,3
1876,11
1877,91
1878,52
1879,30
1880,94
1881,8
1882,48
1883,23
1884,42
1885,83
1886,89
1887,26
1888,92
1889,12
1890,16
1891,10
1892,18
1893,76
1894,22
1895,43
1896,19
1897,7
1898,98
1899,80
1900,13
1901,39
1902,73
1903,96
1904,89
1905,33
1906,24
1907,84
1908,50
1909,78
1910,32
1911,83
1912,50
1913,2
1914,90
1915,89
1916,6
1917,42
1918,18
1919,48
1920,74
1921,91
1922,58
1923,93
1924,28
1925,44
1926,38
1927,86
1928,48
1929,52
1930,88
1931,27
1932,4
1933,88
1934,35
1935,15
1936,56
1937,40
1938,31
1939,38
1940,27
1941,83
1942,27
1943,3
1944,18
1945,12
1946,21
1947,56
1948,21
1949,91
1950,71
1951,18
1952,31
1953,55
1954,7
1955,61
1956,69
1957,64
1958,62
1959,20
1960,51
1961,98
1962,71
1963,76
1964,98
1965,8
1966,21
1967,30
1968,78
1969,49
1970,59
1971,59
1972,44
1973,5
1974,50
1975,76
1976,39
1977,10
1978,83
1979,64
1980,23
1981,7
1982,79
1983,71
1984,51
1985,1
1986,11
1987,29
1988,94
1989,54
1990,7
1991,95
1992,84
1993,44
1994,86
1995,69
1996,84
1997,27
1998,78
1999,82
