# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
611,37
612,19
613,1
614,8
615,46
616,30
617,29
618,53
619,81
620,88
621,61
622,91
623,2
624,58
625,17
626,7
627,3
628,84
629,27
630,82
631,18
632,21
633,89
634,23
635,57
636,93
637,32
638,52
639,94
640,34
641,64
642,14
643,21
644,75
645,83
646,92
647,34
648,24
649,52
650,80
651,17
652,19
653,55
654,10
655,2
656,67
657,83
658,19
659,63
660,42
661,92
662,66
663,98
664,35
665,10
666,14
667,9
668,76
669,26
670,1
671,61
672,24
673,32
674,48
675,57
676,8
677,36
678,13
679,58
680,19
681,22
682,19
683,97
684,99
685,80
686,26
687,65
688,49
689,1
690,29
691,66
692,69
693,1
694,41
695,46
696,13
697,84
698,35
699,67
700,54
701,20
702,19
703,46
704,40
705,52
706,45
707,20
708,2
709,30
710,51
711,11
712,46
713,79
714,59
715,96
716,72
717,75
718,89
719,25
720,64
721,79
722,20
723,22
724,99
725,96
726,7
727,79
728,44
729,93
730,13
731,10
732,33
733,53
734,61
735,97
736,70
737,2
738,68
739,43
740,76
741,63
742,67
743,38
744,34
745,3
746,21
747,4
748,46
749,4
750,53
751,83
752,4
753,51
754,8
755,6
756,18
757,88
758,5
759,54
760,42
761,8
762,84
763,28
764,80
765,32
766,47
767,70
768,99
769,28
770,33
771,92
772,25
773,68
774,16
775,25
776,48
777,27
778,53
779,5
780,32
781,76
782,61
783,94
784,83
785,34
786,8
787,44
788,87
789,20
790,65
791,57
792,98
793,17
794,6
795,47
796,85
797,5
798,45
799,56
800,85
801,25
802,68
803,32
804,9
805,68
806,87
807,31
808,30
809,32
810,77
811,86
812,83
813,1
814,80
815,10
816,73
817,10
818,53
819,15
820,12
821,3
822,73
823,70
824,42
825,38
826,67
827,22
828,36
829,86
830,58
831,69
832,86
833,35
834,37
835,80
836,27
837,70
838,46
839,75
840,88
841,53
842,84
843,36
844,68
845,92
846,27
847,65
848,1
849,24
850,69
851,82
852,8
853,44
854,76
855,66
856,52
857,12
858,70
859,36
860,56
861,71
862,95
863,90
864,98
865,55
866,35
867,27
868,22
869,47
870,44
871,9
872,89
873,64
874,19
875,78
876,93
877,60
878,17
879,43
880,42
881,49
882,18
883,15
884,81
885,93
886,8
887,61
888,56
889,47
890,29
891,97
892,54
893,9
894,69
895,26
896,41
897,74
898,12
899,32
900,40
901,92
902,37
903,29
904,83
905,73
906,17
907,93
908,88
909,50
910,89
911,80
912,91
913,83
914,48
915,17
916,40
917,84
918,3
919,94
920,97
921,86
922,62
923,82
924,15
925,8
926,0
927,75
928,54
929,9
930,34
931,72
932,96
933,88
934,44
935,56
936,71
937,38
938,12
939,85
940,19
941,24
942,18
943,75
944,67
945,51
946,86
947,25
948,75
949,2
950,10
951,43
952,33
953,60
954,69
955,28
956,68
957,89
958,86
959,84
960,44
961,5
962,74
963,44
964,7
965,70
966,76
967,98
968,21
969,24
970,42
971,65
972,34
973,62
974,5
975,57
976,99
977,46
978,50
979,17
980,14
981,3
982,79
983,68
984,34
985,78
986,60
987,45
988,55
989,84
990,71
991,82
992,43
993,8
994,92
995,65
996,29
997,85
998,24
999,2
