# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
831,1
832,42
833,93
834,21
835,15
836,72
837,94
838,97
839,30
840,90
841,63
842,72
843,0
844,39
845,21
846,51
847,9
848,48
849,31
850,58
851,42
852,53
853,64
854,83
855,12
856,19
857,52
858,31
859,20
860,48
861,18
862,8
863,99
864,51
865,9
866,27
867,40
868,7
869,99
870,34
871,76
872,46
873,88
874,15
875,42
876,6
877,92
878,65
879,50
880,79
881,97
882,84
883,31
884,57
885,86
886,40
887,76
888,70
889,19
890,43
891,53
892,12
893,40
894,44
895,91
896,15
897,28
898,54
899,69
900,60
901,45
902,94
903,12
904,18
905,81
906,98
907,89
908,7
909,23
910,19
911,37
912,98
913,23
914,83
915,60
916,73
917,68
918,80
919,4
920,84
921,78
922,39
923,12
924,40
925,7
926,55
927,28
928,94
929,71
930,14
931,31
932,31
933,9
934,18
935,85
936,1
937,54
938,37
939,44
940,5
941,13
942,7
943,99
944,95
945,81
946,3
947,5
948,97
949,58
950,51
951,19
952,98
953,83
954,93
955,47
956,24
957,46
958,20
959,67
960,75
961,16
962,94
963,41
964,47
965,93
966,55
967,12
968,81
969,45
970,60
971,82
972,42
973,77
974,60
975,45
976,37
977,14
978,6
979,82
980,6
981,60
982,91
983,86
984,23
985,65
986,15
987,59
988,15
989,81
990,93
991,90
992,22
993,3
994,72
995,71
996,90
997,48
998,61
999,92
1000,87
1001,56
1002,88
1003,11
1004,31
1005,8
1006,87
1007,50
1008,55
1009,91
1010,55
1011,30
1012,57
1013,61
1014,93
1015,50
1016,29
1017,5
1018,80
1019,20
1020,20
1021,61
1022,39
1023,30
1024,92
1025,27
1026,86
1027,87
1028,68
1029,73
1030,68
1031,20
1032,51
1033,12
1034,12
1035,6
1036,10
1037,25
1038,59
1039,62
1040,33
1041,47
1042,50
1043,59
1044,91
1045,35
1046,6
1047,49
1048,36
1049,95
1050,82
1051,70
1052,85
1053,38
1054,51
1055,81
1056,33
1057,36
1058,54
1059,23
1060,35
1061,58
1062,70
1063,19
1064,20
1065,52
1066,21
1067,33
1068,42
1069,9
1070,28
1071,97
1072,89
1073,5
1074,22
1075,96
1076,53
1077,93
1078,89
1079,65
1080,37
1081,44
1082,32
1083,50
1084,51
1085,13
1086,76
1087,10
1088,18
1089,32
1090,13
1091,91
1092,30
1093,73
1094,60
1095,34
1096,4
1097,32
1098,34
1099,5
1100,46
1101,7
1102,49
1103,59
1104,90
1105,86
1106,1
1107,1
1108,64
1109,52
1110,32
1111,60
1112,13
1113,54
1114,91
1115,30
1116,83
1117,15
1118,97
1119,73
1120,79
1121,71
1122,48
1123,77
1124,6
1125,86
1126,96
1127,52
1128,46
1129,62
1130,79
1131,84
1132,94
1133,14
1134,4
1135,80
1136,78
1137,13
1138,8
1139,97
1140,18
1141,26
1142,65
1143,21
1144,27
1145,9
1146,24
1147,41
1148,24
1149,48
1150,94
1151,62
1152,37
1153,99
1154,74
1155,50
1156,17
1157,18
1158,48
1159,66
1160,48
1161,66
1162,28
1163,68
1164,25
1165,77
1166,71
1167,32
1168,78
1169,87
1170,99
1171,56
1172,24
1173,48
1174,67
1175,17
1176,0
1177,7
1178,98
1179,58
1180,29
1181,83
1182,14
1183,13
1184,20
1185,11
1186,29
1187,3
1188,6
1189,36
1190,7
1191,56
1192,18
1193,79
1194,74
1195,36
1196,65
1197,67
1198,15
1199,94
1200,4
1201,41
1202,18
1203,41
1204,3
1205,22
1206,34
1207,80
1208,69
1209,47
1210,49
1211,58
1212,44
1213,92
1214,94
1215,27
1216,40
1217,67
1218,61
1219,92
1220,26
1221,40
1222,80
1223,3
1224,23
1225,24
1226,76
1227,2
1228,28
1229,75
1230,14
1231,22
1232,21
1233,59
1234,58
1235,25
1236,34
1237,93
1238,52
1239,42
1240,50
1241,79
1242,5
1243,38
1244,2
1245,23
1246,65
1247,59
1248,55
1249,82
1250,64
1251,65
1252,10
1253,27
1254,34
1255,87
1256,49
1257,1
1258,55
1259,31
1260,13
1261,23
1262,61
1263,80
1264,55
1265,13
1266,58
1267,12
1268,97
1269,67
1270,93
1271,57
1272,38
1273,84
1274,48
1275,29
1276,13
1277,74
1278,34
1279,49
1280,48
1281,23
1282,31
1283,9
1284,29
1285,97
1286,72
1287,88
1288,79
1289,40
1290,91
1291,88
1292,1
1293,76
1294,31
1295,1
1296,46
1297,11
1298,98
1299,65
1300,92
1301,50
1302,79
1303,70
1304,72
1305,61
1306,45
1307,47
1308,40
1309,5
1310,13
1311,89
1312,59
1313,91
1314,21
1315,94
1316,97
1317,39
1318,80
1319,61
1320,2
1321,59
1322,47
1323,60
1324,23
1325,66
1326,87
1327,23
1328,36
1329,34
1330,45
1331,30
1332,5
1333,56
1334,3
1335,78
1336,43
1337,85
1338,11
1339,37
1340,62
1341,28
1342,98
1343,44
1344,8
1345,44
1346,5
1347,57
1348,44
1349,88
1350,7
1351,30
1352,94
1353,56
1354,32
1355,74
1356,36
1357,66
1358,54
1359,73
1360,88
1361,68
1362,12
1363,89
1364,60
1365,55
1366,30
1367,26
1368,39
1369,44
1370,3
1371,69
1372,10
1373,5
1374,14
1375,58
1376,56
1377,26
1378,92
1379,38
1380,63
1381,23
1382,44
1383,31
1384,40
1385,49
1386,68
1387,65
1388,72
1389,50
1390,50
1391,21
1392,3
1393,66
1394,0
1395,25
1396,95
1397,95
1398,45
1399,30
1400,98
1401,74
1402,84
1403,97
1404,24
1405,14
1406,11
1407,52
1408,84
1409,53
1410,28
1411,70
1412,43
1413,88
1414,1
1415,26
1416,28
1417,66
1418,74
1419,7
1420,46
1421,85
1422,38
1423,91
1424,47
1425,71
1426,15
1427,94
1428,99
1429,1
1430,2
1431,41
1432,24
1433,67
1434,10
1435,29
1436,7
1437,92
1438,0
1439,50
1440,96
1441,56
1442,29
1443,77
1444,4
1445,59
1446,69
1447,94
1448,3
1449,9
1450,50
1451,78
1452,40
1453,75
1454,71
1455,35
1456,24
1457,21
1458,67
1459,43
1460,21
1461,28
1462,52
1463,88
1464,45
1465,78
1466,91
1467,91
1468,90
1469,56
1470,34
1471,59
1472,59
1473,31
1474,47
1475,30
1476,2
1477,6
1478,0
1479,50
1480,54
1481,95
1482,30
1483,96
1484,8
1485,67
1486,17
1487,20
1488,64
1489,73
1490,45
1491,23
1492,22
1493,79
1494,30
1495,95
1496,37
1497,25
1498,33
1499,29
1500,79
1501,28
1502,43
1503,68
1504,85
1505,11
1506,43
1507,37
1508,17
1509,86
1510,40
1511,42
1512,30
1513,79
1514,97
1515,27
1516,52
1517,84
1518,20
1519,81
1520,8
1521,70
1522,88
1523,74
1524,13
1525,10
1526,89
1527,52
1528,82
1529,15
1530,28
1531,4
1532,8
1533,13
1534,98
1535,7
1536,30
1537,30
1538,53
1539,46
1540,35
1541,70
1542,54
1543,66
1544,46
1545,67
1546,18
1547,97
1548,73
1549,30
1550,49
1551,1
1552,61
1553,25
1554,4
1555,80
1556,20
1557,71
1558,58
1559,36
1560,6
1561,45
1562,91
1563,30
1564,65
1565,23
1566,66
1567,91
1568,44
1569,78
1570,19
1571,53
1572,65
1573,15
1574,62
1575,92
1576,0
1577,34
1578,3
1579,19
1580,12
1581,14
1582,17
1583,8
1584,44
1585,14
1586,29
1587,7
1588,47
1589,7
1590,33
1591,34
1592,23
1593,68
1594,22
1595,79
1596,39
1597,3
1598,44
1599,65
1600,33
1601,23
1602,42
1603,81
1604,0
1605,15
1606,99
1607,2
1608,3
1609,84
1610,74
1611,39
1612,57
1613,44
1614,97
1615,42
1616,22
1617,37
1618,69
1619,73
1620,1
1621,22
1622,44
1623,74
1624,84
1625,27
1626,3
1627,66
1628,64
1629,87
1630,44
1631,92
1632,54
1633,70
1634,28
1635,50
1636,78
1637,6
1638,38
1639,20
1640,35
1641,45
1642,5
1643,11
1644,70
1645,57
1646,47
1647,5
1648,25
1649,2
1650,60
1651,88
1652,13
1653,52
1654,63
1655,26
1656,33
1657,70
1658,81
1659,3
1660,19
1661,86
1662,55
1663,6
1664,36
1665,40
1666,1
1667,43
1668,69
1669,60
1670,44
1671,99
1672,61
1673,15
1674,41
1675,41
1676,8
1677,96
1678,99
1679,60
1680,74
1681,46
1682,75
1683,98
1684,81
1685,65
1686,80
1687,37
1688,97
1689,22
1690,70
1691,32
1692,30
1693,26
1694,95
1695,37
1696,71
1697,31
1698,41
1699,91
1700,82
1701,63
1702,15
1703,20
1704,0
1705,7
1706,34
1707,17
1708,87
1709,21
1710,40
1711,91
1712,72
1713,1
1714,62
1715,46
1716,12
1717,57
1718,81
1719,23
1720,64
1721,34
1722,49
1723,27
1724,76
1725,22
1726,33
1727,93
1728,93
1729,29
1730,40
1731,32
1732,88
1733,4
1734,84
1735,72
1736,39
1737,47
1738,85
1739,50
1740,40
1741,43
1742,0
1743,10
1744,47
1745,31
1746,86
1747,52
1748,43
1749,31
1750,64
1751,59
1752,36
1753,49
1754,34
1755,25
1756,55
1757,57
1758,28
1759,43
1760,40
1761,97
1762,24
1763,15
1764,58
1765,44
1766,36
1767,70
1768,6
1769,86
1770,60
1771,96
1772,52
1773,18
1774,36
1775,77
1776,32
1777,79
1778,17
1779,22
1780,43
1781,26
1782,13
1783,47
1784,34
1785,74
1786,82
1787,8
1788,29
1789,9
1790,1
1791,43
1792,87
1793,90
1794,26
1795,91
1796,6
1797,7
1798,5
1799,89
1800,37
1801,77
1802,75
1803,82
1804,10
1805,77
1806,39
1807,50
1808,66
1809,14
1810,28
1811,6
1812,22
1813,32
1814,15
1815,66
1816,62
1817,53
1818,76
1819,95
1820,46
1821,28
1822,2
1823,24
1824,48
1825,65
1826,62
1827,28
1828,33
1829,82
1830,32
1831,72
1832,30
1833,64
1834,64
1835,97
1836,42
1837,97
1838,63
1839,59
1840,12
1841,58
1842,81
1843,9
1844,0
1845,92
1846,13
1847,24
1848,98
1849,12
1850,7
1851,90
1852,25
1853,15
1854,36
1855,98
1856,61
1857,83
1858,66
1859,5
1860,12
1861,90
1862,46
1863,88
1864,35
1865,37
1866,18
1867,55
1868,38
1869,41
1870,64
1871,28
1872,25
1873,43
1874,89
1875,23
1876,61
1877,47
1878,24
1879,0
1880,17
1881,96
1882,96
1883,54
1884,23
1885,35
1886,87
1887,23
1888,26
1889,32
1890,20
1891,60
1892,70
1893,81
1894,58
1895,69
1896,27
1897,18
1898,91
1899,95
1900,73
1901,74
1902,25
1903,84
1904,88
1905,10
1906,79
1907,19
1908,44
1909,37
1910,1
1911,93
1912,25
1913,27
1914,62
1915,66
1916,75
1917,30
1918,22
1919,39
1920,30
1921,91
1922,40
1923,1
1924,43
1925,41
1926,53
1927,14
1928,78
1929,93
1930,35
1931,94
1932,46
1933,27
1934,1
1935,17
1936,29
1937,23
1938,81
1939,43
1940,52
1941,3
1942,82
1943,18
1944,17
1945,67
1946,57
1947,87
1948,43
1949,39
1950,90
1951,5
1952,21
1953,2
1954,65
1955,72
1956,76
1957,21
1958,45
1959,73
1960,51
1961,11
1962,17
1963,48
1964,57
1965,23
1966,84
1967,94
1968,96
1969,57
1970,63
1971,98
1972,88
1973,59
1974,22
1975,6
1976,44
1977,79
1978,45
1979,12
1980,69
1981,42
1982,14
1983,83
1984,83
1985,9
1986,58
1987,54
1988,90
1989,4
1990,58
1991,4
1992,14
1993,67
1994,16
1995,34
1996,32
1997,1
1998,64
1999,33
