# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
302,39
303,69
304,48
305,56
306,52
307,28
308,71
309,46
310,17
311,17
312,10
313,55
314,13
315,5
316,76
317,93
318,77
319,80
320,17
321,73
322,84
323,97
324,83
325,65
326,63
327,4
328,63
329,3
330,19
331,77
332,11
333,69
334,10
335,48
336,35
337,18
338,85
339,78
340,73
341,94
342,66
343,77
344,53
345,68
346,66
347,7
348,78
349,30
350,7
351,88
352,10
353,52
354,54
355,6
356,47
357,18
358,87
359,95
360,19
361,12
362,70
363,89
364,37
365,55
366,53
367,21
368,38
369,27
370,45
371,55
372,51
373,92
374,87
375,45
376,37
377,1
378,18
379,6
380,98
381,3
382,52
383,59
384,31
385,53
386,87
387,28
388,50
389,23
390,76
391,5
392,3
393,24
394,58
395,83
396,36
397,28
398,83
399,99
400,92
401,35
402,24
403,77
404,18
405,81
406,31
407,8
408,55
409,31
410,15
411,62
412,19
413,75
414,34
415,42
416,90
417,31
418,8
419,20
420,54
421,8
422,10
423,10
424,16
425,57
426,22
427,56
428,69
429,92
430,82
431,64
432,64
433,66
434,20
435,22
436,22
437,74
438,38
439,47
440,24
441,39
442,90
443,76
444,96
445,82
446,78
447,61
448,62
449,95
450,25
451,74
452,32
453,40
454,37
455,56
456,31
457,78
458,46
459,3
460,96
461,59
462,40
463,13
464,37
465,17
466,18
467,8
468,26
469,65
470,58
471,75
472,86
473,81
474,75
475,54
476,49
477,31
478,29
479,46
480,11
481,37
482,47
483,4
484,30
485,3
486,11
487,71
488,59
489,68
490,29
491,14
492,73
493,21
494,53
495,43
496,18
497,83
498,37
499,90
500,23
501,96
502,26
503,61
504,2
505,45
506,1
507,91
508,86
509,48
510,10
511,9
512,55
513,34
514,85
515,72
516,46
517,63
518,10
519,92
520,68
521,93
522,59
523,18
524,77
525,72
526,45
527,33
528,25
529,65
530,76
531,17
532,48
533,5
534,2
535,95
536,50
537,98
538,96
539,9
540,90
541,58
542,44
543,16
544,32
545,73
546,7
547,79
548,46
549,1
550,7
551,97
552,67
553,41
554,60
555,98
556,20
557,46
558,94
559,27
560,27
561,87
562,99
563,85
564,36
565,72
566,75
567,13
568,28
569,88
570,43
571,99
572,74
573,39
574,59
575,4
576,74
577,48
578,46
579,72
580,67
581,71
582,22
583,23
584,86
585,11
586,42
587,18
588,63
589,26
590,42
591,39
592,56
593,27
594,72
595,72
596,20
597,52
598,11
599,86
600,69
601,64
602,6
603,53
604,47
605,33
606,73
607,52
608,90
609,91
610,77
611,31
612,63
613,58
614,91
615,86
616,51
617,96
618,26
619,54
620,44
621,3
622,59
623,49
624,32
625,80
626,59
627,47
628,25
629,45
630,97
631,37
632,27
633,91
634,4
635,56
636,56
637,71
638,53
639,1
640,90
641,12
642,65
643,69
644,56
645,92
646,81
647,7
648,87
649,75
650,75
651,2
652,93
653,84
654,96
655,39
656,54
657,56
658,71
659,53
660,18
661,64
662,14
663,37
664,17
665,83
666,49
667,43
668,3
669,60
670,80
671,18
672,4
673,11
674,95
675,53
676,27
677,48
678,11
679,8
680,6
681,23
682,18
683,33
684,66
685,57
686,71
687,94
688,50
689,7
690,56
691,31
692,60
693,75
694,38
695,64
696,19
697,51
698,47
699,27
700,89
701,97
702,70
703,37
704,79
705,59
706,40
707,13
708,11
709,88
710,13
711,36
712,38
713,65
714,59
715,80
716,72
717,42
718,18
719,90
720,68
721,83
722,53
723,66
724,14
725,52
726,3
727,22
728,44
729,11
730,56
731,44
732,82
733,16
734,48
735,46
736,86
737,3
738,88
739,50
740,47
741,38
742,23
743,78
744,1
745,79
746,93
747,70
748,31
749,42
750,92
751,95
752,41
753,7
754,85
755,13
756,45
757,16
758,61
759,68
760,32
761,44
762,52
763,82
764,3
765,61
766,97
767,79
768,45
769,70
770,93
771,16
772,65
773,52
774,75
775,93
776,35
777,1
778,12
779,49
780,7
781,23
782,32
783,57
784,62
785,34
786,82
787,61
788,21
789,34
790,78
791,55
792,15
793,40
794,5
795,43
796,64
797,2
798,6
799,84
800,72
801,88
802,41
803,71
804,75
805,65
806,22
807,69
808,4
809,81
810,40
811,6
812,1
813,74
814,77
815,17
816,72
817,41
818,4
819,68
820,51
821,26
822,94
823,92
824,50
825,71
826,67
827,2
828,54
829,78
830,8
831,89
832,85
833,35
834,93
835,61
836,55
837,13
838,56
839,3
840,49
841,49
842,74
843,29
844,63
845,55
846,13
847,8
848,82
849,10
850,55
851,71
852,27
853,75
854,86
855,84
856,8
857,59
858,54
859,16
860,80
861,67
862,25
863,30
864,28
865,10
866,2
867,4
868,48
869,80
870,14
871,28
872,92
873,45
874,93
875,91
876,31
877,80
878,9
879,0
880,94
881,38
882,43
883,41
884,24
885,12
886,80
887,26
888,31
889,45
890,12
891,57
892,23
893,86
894,58
895,95
896,29
897,36
898,28
899,56
900,40
901,45
902,24
903,2
904,54
905,59
906,71
907,52
908,18
909,57
910,19
911,60
912,57
913,56
914,99
915,37
916,69
917,18
918,12
919,62
920,75
921,32
922,34
923,61
924,20
925,31
926,33
927,0
928,42
929,83
930,69
931,75
932,98
933,48
934,41
935,83
936,92
937,24
938,76
939,11
940,40
941,51
942,17
943,97
944,31
945,74
946,85
947,85
948,27
949,2
950,62
951,86
952,57
953,80
954,5
955,32
956,2
957,43
958,51
959,24
960,18
961,99
962,85
963,78
964,48
965,83
966,78
967,59
968,70
969,83
970,78
971,19
972,23
973,12
974,60
975,83
976,76
977,75
978,83
979,49
980,38
981,54
982,85
983,11
984,5
985,92
986,26
987,29
988,18
989,97
990,0
991,36
992,12
993,25
994,69
995,62
996,12
997,84
998,36
999,9
