# Edges: fromIndex, toIndex, edgeCost
7,77,54
7,87,72
7,91,80
7,93,8
7,96,46
7,99,56
7,106,53
7,107,14
7,108,32
7,110,79
7,121,62
7,122,22
7,123,33
7,131,61
7,133,19
7,135,62
7,137,50
7,139,72
7,141,75
7,147,71
7,148,32
7,150,17
7,155,88
7,160,65
7,164,22
7,179,73
7,183,42
7,184,99
7,185,42
7,187,55
7,188,62
7,195,78
7,199,74
8,9,94
8,13,113
8,20,47
8,22,62
8,24,77
8,25,84
8,37,105
8,39,31
8,44,37
8,52,125
8,53,61
8,56,59
8,65,46
8,66,41
8,67,26
8,68,101
8,69,41
8,74,89
8,79,54
8,81,37
8,82,51
8,84,121
8,85,51
8,86,45
8,103,11
8,108,50
8,111,113
8,115,112
8,120,119
8,123,65
8,127,42
8,129,78
8,134,5
8,140,82
8,141,92
8,144,36
8,146,18
8,149,96
8,150,64
8,152,101
8,162,54
8,172,90
8,174,100
8,175,35
8,178,93
8,180,86
8,182,64
8,190,29
8,196,68
8,199,40
9,15,10
9,18,68
9,21,74
9,23,25
9,24,32
9,28,76
9,31,71
9,36,60
9,40,84
9,53,41
9,57,54
9,61,49
9,62,16
9,64,75
9,66,72
9,67,93
9,74,26
9,75,38
9,76,22
9,80,25
9,83,51
9,88,67
9,91,72
9,92,41
9,94,31
9,100,24
9,101,25
9,104,12
9,105,49
9,106,63
9,108,45
9,110,80
9,111,20
9,113,53
9,114,24
9,116,27
9,118,65
9,121,70
9,126,68
9,140,54
9,141,69
9,143,88
9,145,10
9,154,85
9,159,77
9,161,73
9,164,38
9,166,82
9,168,38
9,169,76
9,170,51
9,173,61
9,174,6
9,176,87
9,179,85
9,181,75
9,185,35
9,196,29
9,197,41
10,14,44
10,19,49
10,21,47
10,25,23
10,26,47
10,27,25
10,32,35
10,40,69
10,41,52
10,42,43
10,46,40
10,51,36
10,59,34
10,63,58
10,69,36
10,72,62
10,75,31
10,82,28
10,85,25
10,86,63
10,87,42
10,88,50
10,92,16
10,95,16
10,99,51
10,100,38
10,106,46
10,107,30
10,109,17
10,110,54
10,112,48
10,116,16
10,117,38
10,118,43
10,124,45
10,133,23
10,135,42
10,137,21
10,138,29
10,151,25
10,153,44
10,156,50
10,158,18
10,162,35
10,166,67
10,167,32
10,168,20
10,183,13
10,187,30
10,191,21
10,193,60
11,12,83
11,14,95
11,15,65
11,18,77
11,27,68
11,32,32
11,37,84
11,38,78
11,39,76
11,40,62
11,48,28
11,55,22
11,56,80
11,58,41
11,61,97
11,63,7
11,66,79
11,67,89
11,72,62
11,75,35
11,79,38
11,82,66
11,90,83
11,93,40
11,94,62
11,96,52
11,97,78
11,98,55
11,101,60
11,103,84
11,104,45
11,107,52
11,109,56
11,121,68
11,123,10
11,129,110
11,130,66
11,131,62
11,133,59
11,141,107
11,143,121
11,144,82
11,145,45
11,148,12
11,150,34
11,151,86
11,153,93
11,162,78
11,168,51
11,169,59
11,171,83
11,172,79
11,176,108
11,181,59
11,184,127
11,186,0
11,187,92
11,189,79
11,190,46
11,195,97
11,197,38
11,199,85
12,14,27
12,20,46
12,21,34
12,26,52
12,27,24
12,31,33
12,33,42
12,34,75
12,35,69
12,36,15
12,37,31
12,39,51
12,44,58
12,46,52
12,47,33
12,48,55
12,50,75
12,52,56
12,57,82
12,62,43
12,64,44
12,65,36
12,67,67
12,68,41
12,69,47
12,71,50
12,74,21
12,75,49
12,78,12
12,80,45
12,82,29
12,85,34
12,92,23
12,95,16
12,96,47
12,100,61
12,104,57
12,106,54
12,112,70
12,113,7
12,114,22
12,116,37
12,117,58
12,123,74
12,127,39
12,129,38
12,130,71
12,133,42
12,140,7
12,144,49
12,146,65
12,155,36
12,156,43
12,167,27
12,170,62
12,177,61
12,180,47
12,182,16
12,185,11
12,186,84
12,189,31
13,18,76
13,19,62
13,22,77
13,26,83
13,27,59
13,34,105
13,36,47
13,37,9
13,44,81
13,46,76
13,48,60
13,49,86
13,51,70
13,54,23
13,59,65
13,60,81
13,64,83
13,77,33
13,78,29
13,80,53
13,81,87
13,83,77
13,84,7
13,88,86
13,90,64
13,92,52
13,93,49
13,101,37
13,102,15
13,103,116
13,104,44
13,110,81
13,111,21
13,116,49
13,122,59
13,125,56
13,127,75
13,129,76
13,130,103
13,139,76
13,146,95
13,148,79
13,152,12
13,153,7
13,154,71
13,162,67
13,172,25
13,174,28
13,176,84
13,180,41
13,185,31
13,189,11
13,190,89
13,191,55
13,192,34
13,194,32
13,196,59
13,197,66
13,199,87
14,16,54
14,24,39
14,27,26
14,32,63
14,33,70
14,35,51
14,36,25
14,40,66
14,41,9
14,42,79
14,47,56
14,51,59
14,52,84
14,59,63
14,63,94
14,64,26
14,65,23
14,66,26
14,67,47
14,72,58
14,73,10
14,80,61
14,84,75
14,89,64
14,94,40
14,97,53
14,102,79
14,108,59
14,119,37
14,125,19
14,127,28
14,128,14
14,131,47
14,132,57
14,133,67
14,134,63
14,142,73
14,148,97
14,152,62
14,153,75
14,154,27
14,163,54
14,165,69
14,167,54
14,169,58
14,170,67
14,179,67
14,180,69
14,184,33
14,189,59
14,191,53
14,196,67
14,197,57
15,27,53
15,31,73
15,33,14
15,37,23
15,38,15
15,40,92
15,44,66
15,45,64
15,48,40
15,50,94
15,51,53
15,56,60
15,59,47
15,63,59
15,65,69
15,67,98
15,69,59
15,78,32
15,81,70
15,82,56
15,87,63
15,89,57
15,92,44
15,93,26
15,94,33
15,99,75
15,106,70
15,110,82
15,111,12
15,114,23
15,121,75
15,123,60
15,124,70
15,126,67
15,135,70
15,136,88
15,139,76
15,140,52
15,143,85
15,146,83
15,159,85
15,167,33
15,173,59
15,175,78
15,177,25
15,179,93
15,182,52
15,188,81
15,189,19
15,191,39
15,193,89
15,194,32
15,196,39
15,197,49
16,32,16
16,34,29
16,35,42
16,37,70
16,39,32
16,41,55
16,49,14
16,51,11
16,60,22
16,62,38
16,68,63
16,74,54
16,78,54
16,79,14
16,83,13
16,88,13
16,91,79
16,94,37
16,96,8
16,104,55
16,105,6
16,106,10
16,113,53
16,115,75
16,116,28
16,131,19
16,133,55
16,134,40
16,136,34
16,137,53
16,138,14
16,148,50
16,151,65
16,159,23
16,163,65
16,166,27
16,167,73
16,169,22
16,171,47
16,172,57
16,179,30
16,180,46
16,182,39
16,184,88
16,188,19
16,189,65
16,191,22
16,192,61
16,194,49
16,197,13
17,18,23
17,19,31
17,25,47
17,29,66
17,35,54
17,40,60
17,42,60
17,43,24
17,48,51
17,50,59
17,51,42
17,54,56
17,57,76
17,63,75
17,70,75
17,79,39
17,86,40
17,89,48
17,91,38
17,92,14
17,94,20
17,95,8
17,96,33
17,98,22
17,108,42
17,109,20
17,111,62
17,119,21
17,125,2
17,128,14
17,129,35
17,147,23
17,154,41
17,156,28
17,157,11
17,159,59
17,161,55
17,163,39
17,164,62
17,166,60
17,173,20
17,177,62
17,181,50
17,182,1
17,186,78
17,192,59
17,194,21
17,196,48
18,20,14
18,22,60
18,23,74
18,29,73
18,30,27
18,37,67
18,40,42
18,41,21
18,48,57
18,52,91
18,53,27
18,57,76
18,59,47
18,66,4
18,67,28
18,70,77
18,74,53
18,76,54
18,81,45
18,91,54
18,97,30
18,100,69
18,101,43
18,104,74
18,105,31
18,106,27
18,110,19
18,113,34
18,115,78
18,119,23
18,125,21
18,126,32
18,133,66
18,136,20
18,138,25
18,141,48
18,146,32
18,147,38
18,149,52
18,151,58
18,157,35
18,162,10
18,165,46
18,169,34
18,172,51
18,175,51
18,179,42
18,188,33
18,199,11
19,23,64
19,29,95
19,30,23
19,31,31
19,32,76
19,40,85
19,43,50
19,50,83
19,52,78
19,55,87
19,60,57
19,62,70
19,65,42
19,66,46
19,69,64
19,70,106
19,71,77
19,75,72
19,77,29
19,78,39
19,84,68
19,87,8
19,91,13
19,94,47
19,99,72
19,101,52
19,102,76
19,103,84
19,106,68
19,107,78
19,113,21
19,114,49
19,120,71
19,123,97
19,126,11
19,127,47
19,128,16
19,131,66
19,134,83
19,137,29
19,140,19
19,144,51
19,145,75
19,149,25
19,151,42
19,152,59
19,154,11
19,159,86
19,164,93
19,165,86
19,169,77
19,174,76
19,175,91
19,177,88
19,181,75
19,186,108
19,189,55
19,191,64
19,198,12
19,199,47
20,24,52
20,25,75
20,26,32
20,27,31
20,33,86
20,34,49
20,36,48
20,37,77
20,38,96
20,43,55
20,45,32
20,49,39
20,50,45
20,55,69
20,61,66
20,63,92
20,68,81
20,72,41
20,73,31
20,75,59
20,79,55
20,88,39
20,102,95
20,106,39
20,108,55
20,109,43
20,110,9
20,117,68
20,119,37
20,122,58
20,128,35
20,129,30
20,132,73
20,135,15
20,144,12
20,146,41
20,147,39
20,148,96
20,157,43
20,158,48
20,161,51
20,162,20
20,163,72
20,164,81
20,168,46
20,171,34
20,175,62
20,181,41
20,184,50
20,188,43
20,190,50
20,192,89
20,198,33
21,33,75
21,34,58
21,40,58
21,41,5
21,46,49
21,48,69
21,58,81
21,61,53
21,62,64
21,63,91
21,70,91
21,71,70
21,73,18
21,77,42
21,88,45
21,89,61
21,90,12
21,93,81
21,94,43
21,95,31
21,98,42
21,102,85
21,108,56
21,110,6
21,111,85
21,114,52
21,115,77
21,118,38
21,122,56
21,126,18
21,127,22
21,129,20
21,131,40
21,133,70
21,135,16
21,139,2
21,144,22
21,145,71
21,149,44
21,155,34
21,160,30
21,163,61
21,165,64
21,167,61
21,176,15
21,189,64
21,191,52
21,195,6
21,197,54
22,26,45
22,28,75
22,29,22
22,32,15
22,33,69
22,36,83
22,42,11
22,45,78
22,48,16
22,49,41
22,50,55
22,52,83
22,57,15
22,60,50
22,61,83
22,63,17
22,79,21
22,80,24
22,81,24
22,84,83
22,89,15
22,91,96
22,97,64
22,100,25
22,105,29
22,106,38
22,107,44
22,108,19
22,111,67
22,113,71
22,116,31
22,118,89
22,141,90
22,143,105
22,150,19
22,154,102
22,157,66
22,158,34
22,159,41
22,160,80
22,161,38
22,164,11
22,169,46
22,173,80
22,174,53
22,176,91
22,177,37
22,180,36
22,181,45
22,183,62
22,184,110
22,186,17
22,187,79
22,188,43
22,189,67
22,191,28
22,195,80
22,196,17
22,199,69
23,28,78
23,29,58
23,30,53
23,31,73
23,32,62
23,34,100
23,37,10
23,42,61
23,45,60
23,56,61
23,62,38
23,63,74
23,79,59
23,81,81
23,85,57
23,88,82
23,92,48
23,94,37
23,97,101
23,99,83
23,101,33
23,104,36
23,105,65
23,106,78
23,107,29
23,110,81
23,111,15
23,115,3
23,119,57
23,131,84
23,137,39
23,138,61
23,139,75
23,141,57
23,145,34
23,150,53
23,151,22
23,156,80
23,162,65
23,164,63
23,166,99
23,167,20
23,169,92
23,170,72
23,177,41
23,178,66
23,180,34
23,185,30
23,187,27
23,189,9
23,192,26
24,26,47
24,27,22
24,31,41
24,44,48
24,49,51
24,51,40
24,53,16
24,57,67
24,60,45
24,62,27
24,66,45
24,68,29
24,70,66
24,74,12
24,77,20
24,79,35
24,82,27
24,84,44
24,85,26
24,86,59
24,91,44
24,94,6
24,97,68
24,108,40
24,111,43
24,112,55
24,113,21
24,121,47
24,122,32
24,123,59
24,124,46
24,125,22
24,130,67
24,136,59
24,141,39
24,145,32
24,146,59
24,151,21
24,153,44
24,157,15
24,158,21
24,160,29
24,164,52
24,165,59
24,166,69
24,168,23
24,170,49
24,172,13
24,176,55
24,178,48
24,184,63
24,193,57
24,194,5
25,28,71
25,29,25
25,32,31
25,37,37
25,38,34
25,41,74
25,42,28
25,44,48
25,46,44
25,50,77
25,53,35
25,55,37
25,56,54
25,62,6
25,69,43
25,74,28
25,75,28
25,78,36
25,80,15
25,83,41
25,85,37
25,90,57
25,92,35
25,101,21
25,105,39
25,106,54
25,108,35
25,116,18
25,120,42
25,122,24
25,125,48
25,126,66
25,129,81
25,131,62
25,132,31
25,133,12
25,137,44
25,140,53
25,144,71
25,145,2
25,154,84
25,158,27
25,160,59
25,169,67
25,170,41
25,171,50
25,179,76
25,181,66
25,182,46
25,183,35
25,188,64
25,196,19
26,27,27
26,28,35
26,29,62
26,30,44
26,31,34
26,34,23
26,38,88
26,39,15
26,42,52
26,46,16
26,47,52
26,55,39
26,59,36
26,65,21
26,67,29
26,68,72
26,71,54
26,72,15
26,75,33
26,77,61
26,80,43
26,85,22
26,86,35
26,87,62
26,89,30
26,91,73
26,92,32
26,98,33
26,102,87
26,105,19
26,107,68
26,109,29
26,118,68
26,121,7
26,126,52
26,129,58
26,130,19
26,138,19
26,139,36
26,140,55
26,142,57
26,146,12
26,147,57
26,148,67
26,151,68
26,153,91
26,154,72
26,155,71
26,158,31
26,166,23
26,182,35
26,184,78
26,186,62
26,187,71
26,188,13
26,190,18
26,194,52
26,196,45
26,199,25
27,29,59
27,36,36
27,39,28
27,41,30
27,44,35
27,45,27
27,48,44
27,54,57
27,56,11
27,57,67
27,59,36
27,62,38
27,67,46
27,69,24
27,71,45
27,78,30
27,79,30
27,82,5
27,85,12
27,88,32
27,96,23
27,97,45
27,106,29
27,108,33
27,121,25
27,122,31
27,125,9
27,126,29
27,127,16
27,128,24
27,133,47
27,136,36
27,142,48
27,144,29
27,149,40
27,152,48
27,153,66
27,156,25
27,159,49
27,161,44
27,163,45
27,167,50
27,171,17
27,172,34
27,174,55
27,175,51
27,176,40
27,178,47
27,181,40
27,188,40
27,194,26
27,195,31
27,199,29
28,29,86
28,30,25
28,32,60
28,35,38
28,45,23
28,46,48
28,47,61
28,48,70
28,52,94
28,53,35
28,57,90
28,59,61
28,64,13
28,67,33
28,70,91
28,74,57
28,77,47
28,83,61
28,84,86
28,87,35
28,90,15
28,92,36
28,93,83
28,95,34
28,96,40
28,100,81
28,101,51
28,114,55
28,116,54
28,122,56
28,124,38
28,127,20
28,128,27
28,134,50
28,136,30
28,138,39
28,144,18
28,152,71
28,153,86
28,154,39
28,155,38
28,160,35
28,164,80
28,174,81
28,175,66
28,181,46
28,189,68
28,192,84
28,194,47
28,195,5
29,30,73
29,33,56
29,34,71
29,37,62
29,39,76
29,41,90
29,48,16
29,50,76
29,57,23
29,59,26
29,60,66
29,65,72
29,66,77
29,70,20
29,71,18
29,74,53
29,76,50
29,77,72
29,80,24
29,82,59
29,85,49
29,88,59
29,89,33
29,92,52
29,93,16
29,94,47
29,95,57
29,96,51
29,103,92
29,104,22
29,105,43
29,108,34
29,112,8
29,116,33
29,117,22
29,120,65
29,121,68
29,124,58
29,125,66
29,127,68
29,132,57
29,135,73
29,137,67
29,138,47
29,140,76
29,144,81
29,145,24
29,158,40
29,162,71
29,163,61
29,164,10
29,171,71
29,175,50
29,177,18
29,178,100
29,181,65
29,182,64
29,183,59
29,185,60
29,186,24
29,190,53
29,191,33
29,192,33
30,33,54
30,41,24
30,46,48
30,50,65
30,55,64
30,62,49
30,64,32
30,68,52
30,70,83
30,71,56
30,72,59
30,75,49
30,76,35
30,77,21
30,79,47
30,82,22
30,92,22
30,98,29
30,102,63
30,104,65
30,109,28
30,125,9
30,126,13
30,128,6
30,129,28
30,131,47
30,136,48
30,139,22
30,141,23
30,146,56
30,147,15
30,152,46
30,155,32
30,158,34
30,159,66
30,165,65
30,167,40
30,170,59
30,179,68
30,182,9
30,184,42
30,186,85
30,190,59
30,193,41
30,197,47
31,37,65
31,38,85
31,42,74
31,43,45
31,44,50
31,46,45
31,49,41
31,50,51
31,52,89
31,53,31
31,55,66
31,56,12
31,65,12
31,67,35
31,70,87
31,82,22
31,84,81
31,87,32
31,90,10
31,91,43
31,92,31
31,93,78
31,95,29
31,97,41
31,99,43
31,109,35
31,112,80
31,116,49
31,117,63
31,124,36
31,128,23
31,130,48
31,132,61
31,135,11
31,140,31
31,145,68
31,148,91
31,162,10
31,166,55
31,167,61
31,175,64
31,186,89
31,188,47
31,194,42
32,34,44
32,35,58
32,40,44
32,42,19
32,52,76
32,54,53
32,61,70
32,62,24
32,64,51
32,66,49
32,67,62
32,68,51
32,73,72
32,75,4
32,78,50
32,80,15
32,81,20
32,83,9
32,87,71
32,89,6
32,90,50
32,92,31
32,96,22
32,98,24
32,101,33
32,102,66
32,103,63
32,105,14
32,106,27
32,108,5
32,110,65
32,115,64
32,120,72
32,122,8
32,128,59
32,129,78
32,131,36
32,132,55
32,135,46
32,139,59
32,141,75
32,148,35
32,149,68
32,150,10
32,153,75
32,154,87
32,155,85
32,157,51
32,158,19
32,159,36
32,160,65
32,161,32
32,164,21
32,170,10
32,171,51
32,176,75
32,177,38
32,183,48
32,186,33
32,187,66
32,196,13
33,35,103
33,36,51
33,42,60
33,44,76
33,46,71
33,47,29
33,53,49
33,58,39
33,59,59
33,64,82
33,78,30
33,81,81
33,82,61
33,84,13
33,88,82
33,91,61
33,92,49
33,93,40
33,94,38
33,95,47
33,99,83
33,101,33
33,103,113
33,105,65
33,107,27
33,108,64
33,115,2
33,118,54
33,125,56
33,131,84
33,132,13
33,133,20
33,143,79
33,146,91
33,147,60
33,148,71
33,155,73
33,160,52
33,164,62
33,165,85
33,169,92
33,172,26
33,175,90
33,183,31
33,185,31
33,187,29
33,188,90
33,196,52
33,197,60
34,36,85
34,39,31
34,43,67
34,44,26
34,45,72
34,47,71
34,49,18
34,50,6
34,51,39
34,54,95
34,58,79
34,59,47
34,61,96
34,63,65
34,64,41
34,66,40
34,68,91
34,69,32
34,71,68
34,73,77
34,77,84
34,90,57
34,93,79
34,95,60
34,97,20
34,100,71
34,104,83
34,117,49
34,121,27
34,122,49
34,126,74
34,128,72
34,134,15
34,136,26
34,141,89
34,144,37
34,145,75
34,150,53
34,151,91
34,154,93
34,155,92
34,156,43
34,158,50
34,159,8
34,165,22
34,166,2
34,169,8
34,170,36
34,171,66
34,174,90
34,182,58
34,186,62
34,193,41
34,196,57
34,199,41
35,51,53
35,55,63
35,60,25
35,63,86
35,64,26
35,66,26
35,69,41
35,71,80
35,74,82
35,79,55
35,80,69
35,82,42
35,87,72
35,93,92
35,96,37
35,98,57
35,105,45
35,108,53
35,111,110
35,116,65
35,118,80
35,122,61
35,129,60
35,131,22
35,135,33
35,137,70
35,139,40
35,141,77
35,142,83
35,144,20
35,145,85
35,148,91
35,153,113
35,179,25
35,183,75
35,184,80
35,197,55
36,40,86
36,41,35
36,49,69
36,56,29
36,59,68
36,60,57
36,64,49
36,72,77
36,81,79
36,86,55
36,87,6
36,90,29
36,91,13
36,96,59
36,98,44
36,100,76
36,103,88
36,109,44
36,114,36
36,116,52
36,123,89
36,130,81
36,132,39
36,133,56
36,136,66
36,139,36
36,141,8
36,144,55
36,145,63
36,146,75
36,147,10
36,148,97
36,156,47
36,157,17
36,160,5
36,168,49
36,177,76
36,178,17
36,179,87
36,184,33
36,190,77
36,192,67
36,193,57
36,194,28
37,48,56
37,50,98
37,51,64
37,56,53
37,60,73
37,67,96
37,68,18
37,70,81
37,71,45
37,72,90
37,73,60
37,75,57
37,82,54
37,88,78
37,89,68
37,91,48
37,95,39
37,98,43
37,104,43
37,106,75
37,108,64
37,109,46
37,113,39
37,114,20
37,118,41
37,120,17
37,122,53
37,123,77
37,128,45
37,131,79
37,135,65
37,139,67
37,141,47
37,142,47
37,143,66
37,146,87
37,147,48
37,148,77
37,150,54
37,152,9
37,155,61
37,157,34
37,163,5
37,171,42
37,173,44
37,180,38
37,185,22
37,188,87
37,191,48
37,195,71
37,196,54
38,39,95
38,42,61
38,44,81
38,46,77
38,47,35
38,49,90
38,52,12
38,54,12
38,58,37
38,64,92
38,72,101
38,73,84
38,75,62
38,78,41
38,80,50
38,86,104
38,87,70
38,89,72
38,90,75
38,95,57
38,96,78
38,99,90
38,100,47
38,103,121
38,105,72
38,107,26
38,110,94
38,111,4
38,112,62
38,118,66
38,122,58
38,125,66
38,126,76
38,127,83
38,129,91
38,130,106
38,139,87
38,140,60
38,141,71
38,144,96
38,151,36
38,154,88
38,155,86
38,157,56
38,158,57
38,160,65
38,161,96
38,164,62
38,170,76
38,172,38
38,173,67
38,175,94
38,177,37
38,188,97
38,196,54
38,197,65
38,199,96
39,40,31
39,41,31
39,43,52
39,45,43
39,54,84
39,55,54
39,57,75
39,62,61
39,65,14
39,66,9
39,70,76
39,75,46
39,83,45
39,87,55
39,91,67
39,92,36
39,94,47
39,101,52
39,103,30
39,105,32
39,113,46
39,114,60
39,118,63
39,120,95
39,127,12
39,129,47
39,130,24
39,135,14
39,136,8
39,138,29
39,139,25
39,140,51
39,145,70
39,149,65
39,151,70
39,154,62
39,157,47
39,162,23
39,165,41
39,166,32
39,176,39
39,178,61
39,179,31
39,185,57
39,187,71
39,188,24
39,192,84
39,196,58
40,41,62
40,44,26
40,46,29
40,48,58
40,49,18
40,51,39
40,52,116
40,56,56
40,60,28
40,63,66
40,67,32
40,75,47
40,78,79
40,82,45
40,89,38
40,97,20
40,98,54
40,99,17
40,102,107
40,106,22
40,111,104
40,114,77
40,120,111
40,123,53
40,127,38
40,132,91
40,134,14
40,136,26
40,140,78
40,143,95
40,144,37
40,147,80
40,149,91
40,150,54
40,161,12
40,164,61
40,170,36
40,171,67
40,173,79
40,175,23
40,177,83
40,182,59
40,184,98
40,187,94
40,193,41
40,195,59
40,196,57
40,197,43
41,42,83
41,43,52
41,50,59
41,54,83
41,55,75
41,60,35
41,61,54
41,62,69
41,63,97
41,64,21
41,68,76
41,71,75
41,81,66
41,87,30
41,88,49
41,93,86
41,94,47
41,95,35
41,98,47
41,99,52
41,101,53
41,103,57
41,108,61
41,110,5
41,117,72
41,119,40
41,121,36
41,124,45
41,129,16
41,130,56
41,137,38
41,141,33
41,142,78
41,144,25
41,148,100
41,150,67
41,162,19
41,169,55
41,171,26
41,172,52
41,176,10
41,183,47
41,185,47
41,189,67
41,191,57
41,197,59
42,46,35
42,48,9
42,50,65
42,51,24
42,59,17
42,62,24
42,64,70
42,66,68
42,67,81
42,69,37
42,75,20
42,79,24
42,80,19
42,84,74
42,86,84
42,88,48
42,89,22
42,94,44
42,95,52
42,97,73
42,101,41
42,104,29
42,117,11
42,119,42
42,121,58
42,123,13
42,124,48
42,128,74
42,134,73
42,135,64
42,136,70
42,140,72
42,143,104
42,148,17
42,149,78
42,151,67
42,152,56
42,154,101
42,163,62
42,164,2
42,168,35
42,169,55
42,170,23
42,173,78
42,174,43
42,177,26
42,184,110
42,188,53
42,190,42
42,191,26
42,194,54
42,197,24
42,199,74
43,46,39
