# Edges: fromIndex, toIndex, edgeCost
14,59,39
14,65,49
14,67,82
14,75,84
14,76,65
14,81,37
14,85,52
14,93,61
14,94,31
15,16,66
15,23,23
15,25,24
15,28,50
15,29,31
15,32,52
15,33,54
15,34,52
15,40,64
15,42,61
15,46,48
15,50,52
15,51,13
15,52,32
15,54,67
15,58,46
15,70,56
15,72,48
15,74,64
15,77,40
15,79,45
15,81,52
15,87,21
15,88,42
15,90,20
15,93,41
15,97,17
15,98,47
16,19,65
16,24,67
16,26,6
16,29,77
16,32,31
16,36,109
16,38,37
16,40,77
16,43,67
16,44,103
16,47,80
16,49,87
16,51,58
16,57,76
16,58,75
16,60,17
16,62,58
16,66,72
16,67,102
16,69,64
16,71,38
16,72,94
16,79,21
16,85,71
16,89,71
16,95,57
17,18,71
17,20,39
17,22,25
17,26,22
17,27,63
17,28,6
17,29,52
17,33,78
17,37,19
17,39,60
17,40,56
17,44,79
17,47,64
17,48,90
17,51,35
17,53,79
17,55,45
17,60,18
17,62,39
17,66,48
17,73,27
17,76,69
17,78,21
17,91,85
17,94,22
17,95,33
17,97,45
17,99,47
18,20,74
18,22,94
18,24,61
18,26,93
18,28,74
18,30,26
18,35,83
18,39,29
18,41,80
18,49,57
18,61,49
18,66,31
18,67,32
18,68,28
18,70,32
18,71,68
18,74,32
18,76,80
18,80,72
18,81,57
18,82,59
18,90,31
18,91,25
18,98,44
19,21,50
19,28,44
19,32,39
19,34,45
19,36,47
19,39,26
19,41,50
19,42,38
19,43,50
19,44,38
19,45,56
19,52,42
19,53,41
19,55,21
19,58,16
19,60,55
19,62,33
19,65,29
19,66,16
19,71,42
19,72,28
19,75,43
19,86,34
19,87,8
19,88,25
19,89,14
19,93,13
19,96,51
19,97,45
20,21,88
20,22,59
20,34,78
20,38,41
20,41,34
20,42,85
20,43,15
20,45,42
20,53,67
20,54,79
20,58,66
20,62,70
20,64,18
20,67,63
20,71,63
20,74,82
20,76,30
20,78,45
20,84,73
20,85,18
20,86,65
20,87,42
20,97,10
21,34,86
21,35,41
21,40,25
21,45,66
21,46,32
21,51,64
21,54,10
21,55,71
21,56,89
21,57,40
21,61,72
21,62,17
21,64,92
21,67,90
21,69,57
21,75,89
21,82,18
21,84,93
21,87,57
21,88,38
21,89,39
21,91,88
21,92,86
21,93,48
21,96,70
22,27,88
22,30,71
22,32,27
22,33,101
22,36,110
22,39,85
22,42,99
22,45,16
22,47,72
22,48,114
22,50,73
22,53,104
22,56,75
22,61,63
22,79,23
22,81,39
22,90,69
22,91,109
22,92,78
22,98,52
23,29,9
23,34,41
23,37,25
23,38,32
23,40,41
23,43,44
23,49,62
23,52,42
23,54,48
23,55,14
23,56,34
23,58,22
23,61,21
23,62,42
23,63,50
23,70,33
23,71,49
23,75,36
23,83,51
23,89,21
23,90,2
23,91,40
23,93,17
23,95,22
23,97,39
24,25,34
24,34,61
24,35,76
24,39,33
24,41,48
24,44,60
24,45,57
24,49,96
24,50,64
24,52,33
24,56,4
24,57,61
24,61,16
24,67,46
24,69,35
24,71,69
24,77,47
24,94,44
24,95,52
25,28,29
25,36,60
25,37,5
25,38,13
25,41,32
25,44,55
25,46,29
25,47,60
25,51,12
25,53,55
25,54,45
25,55,22
25,59,47
25,60,37
25,61,18
25,62,37
25,63,45
25,65,33
25,69,16
25,72,47
25,77,18
25,78,12
25,83,47
25,89,30
25,98,25
26,30,68
26,34,107
26,35,32
26,44,101
26,46,65
26,50,76
26,52,29
26,55,64
26,56,65
26,58,74
26,60,11
26,61,55
26,62,59
26,64,63
26,71,40
26,73,50
26,74,84
26,75,100
26,80,49
26,82,54
26,86,50
26,88,42
26,93,75
26,96,15
26,97,55
26,99,63
27,30,17
27,33,24
27,37,44
27,39,8
27,40,52
27,42,33
27,44,19
27,46,41
27,49,72
27,50,38
27,52,58
27,53,15
27,55,22
27,57,34
27,58,32
27,62,58
27,69,24
27,71,68
27,74,48
27,75,17
27,76,58
27,81,58
27,84,22
27,86,60
27,87,24
27,89,34
27,92,32
27,93,25
27,96,70
27,98,46
27,99,32
28,35,21
28,39,65
28,45,15
28,62,38
28,63,61
28,66,53
28,77,11
28,78,24
28,82,34
28,87,44
28,94,25
28,96,19
29,35,68
29,36,36
29,38,39
29,48,38
29,49,58
29,55,21
29,61,30
29,63,58
29,67,32
29,70,29
29,73,31
29,75,31
29,76,65
29,77,45
29,81,43
29,85,57
29,87,14
29,89,19
29,93,11
29,94,31
29,99,34
30,31,38
30,32,46
30,42,36
30,44,32
30,46,26
30,52,44
30,54,48
30,58,21
30,59,65
30,63,52
30,64,42
30,80,58
30,84,40
30,86,43
30,89,20
30,90,5
30,91,38
30,94,26
31,34,77
31,36,76
31,39,51
31,41,19
31,42,70
31,44,70
31,46,36
31,53,70
31,55,36
31,59,35
31,60,24
31,66,40
31,67,70
31,72,61
31,76,65
31,78,14
31,81,22
31,91,76
31,97,40
31,99,40
32,35,18
32,37,24
32,40,45
32,42,72
32,44,77
32,54,34
32,56,61
32,58,45
32,63,67
32,74,52
32,76,81
32,77,12
32,78,18
32,79,18
32,80,21
32,84,87
32,87,40
32,92,61
32,94,20
32,95,27
32,96,30
33,37,61
33,44,8
33,52,77
33,53,24
33,57,31
33,58,31
33,60,93
33,61,54
33,64,68
33,66,36
33,68,34
33,69,40
33,72,9
33,73,54
33,74,39
33,75,26
33,78,57
33,79,82
33,81,65
33,86,65
33,90,37
33,91,20
33,95,48
33,99,55
34,36,11
34,45,100
34,49,79
34,60,97
34,65,69
34,75,12
34,76,75
34,82,80
34,84,10
34,88,71
34,97,68
35,41,34
35,42,87
35,46,48
35,51,58
35,52,46
35,56,78
35,58,60
35,61,63
35,65,37
35,67,99
35,71,15
35,73,37
35,75,99
35,80,18
35,86,28
35,87,59
35,89,56
35,90,64
36,37,65
36,43,61
36,51,50
36,54,83
36,55,41
36,57,52
36,58,50
36,59,104
36,65,74
36,71,90
36,73,67
36,74,63
36,76,65
36,79,87
36,87,45
36,94,65
37,41,26
37,42,62
37,44,61
37,45,33
37,46,33
37,60,31
37,63,45
37,65,34
37,69,21
37,78,12
37,79,22
37,81,26
37,86,32
37,97,33
38,39,49
38,40,45
38,41,25
38,42,64
38,46,30
38,51,26
38,55,35
38,56,47
38,57,39
38,63,55
38,64,48
38,65,27
38,66,37
38,67,67
38,73,15
38,77,6
38,81,17
38,82,29
38,88,8
38,89,34
38,90,32
38,94,8
38,97,43
39,40,56
39,41,66
39,45,73
39,49,77
39,51,25
39,60,70
39,65,55
39,67,18
39,69,22
39,71,68
39,77,54
39,78,44
39,79,62
39,82,65
39,84,26
39,85,45
39,89,37
39,90,17
39,94,42
39,98,47
40,41,69
40,57,18
40,65,19
40,74,8
40,91,64
40,93,26
40,94,38
40,95,26
40,96,72
41,45,8
41,46,55
41,47,77
41,51,40
41,52,15
41,53,85
41,59,39
41,60,5
41,70,65
41,71,37
41,72,79
41,75,86
41,77,19
41,79,7
41,80,47
41,81,38
41,82,48
41,84,92
41,90,52
41,91,92
41,93,63
41,97,42
41,99,49
42,44,21
42,46,38
42,57,26
42,58,27
42,59,85
42,61,60
42,62,53
42,63,87
42,65,50
42,68,23
42,70,31
42,78,56
42,79,82
42,82,61
42,83,57
42,84,39
42,88,59
42,90,41
42,93,25
43,47,100
43,51,31
43,61,23
43,65,72
43,73,58
43,74,84
43,83,87
43,84,63
43,85,5
43,92,17
43,95,58
43,97,7
43,98,64
43,99,17
44,45,94
44,50,39
44,53,16
44,55,41
44,60,92
44,62,65
44,64,63
44,65,60
44,67,22
44,68,41
44,70,45
44,71,79
44,79,82
44,80,84
44,82,72
44,83,71
44,84,18
44,88,63
44,89,39
44,97,67
45,48,104
45,53,93
45,54,60
45,59,35
45,63,59
45,64,58
45,76,73
45,77,23
45,79,11
45,82,48
45,85,61
45,88,36
45,91,99
45,92,63
45,93,68
45,94,38
45,95,49
45,99,57
46,48,61
46,53,56
46,54,22
46,56,59
46,57,12
46,61,43
46,63,73
46,68,24
46,73,15
46,77,35
46,82,24
46,86,21
46,93,17
46,99,52
47,50,34
47,51,69
47,52,79
47,56,93
47,63,106
47,66,69
47,76,116
47,82,28
47,91,84
47,94,51
48,50,53
48,54,81
48,55,49
48,61,59
48,63,77
48,67,20
48,69,50
48,74,59
48,75,14
48,76,77
48,77,83
48,78,71
48,79,93
48,81,81
48,99,56
49,61,80
49,68,28
49,69,62
49,72,56
49,73,47
49,76,119
49,80,43
49,86,38
49,89,40
49,91,82
49,93,47
49,94,56
49,96,86
49,97,97
49,98,39
49,99,88
50,53,50
50,56,63
50,58,6
50,66,36
50,76,87
50,88,33
50,90,31
50,93,12
50,96,67
51,54,54
51,59,60
51,66,14
51,70,44
51,71,48
51,75,45
51,81,39
51,82,49
51,93,31
51,96,40
51,97,26
52,60,17
52,63,37
52,65,51
52,68,75
52,70,62
52,77,20
52,79,17
52,83,63
52,84,79
52,89,53
52,93,55
52,97,27
53,54,77
53,56,46
53,59,98
53,60,89
53,68,55
53,69,39
53,75,1
53,77,72
53,79,82
53,83,80
53,84,7
53,85,60
53,92,40
53,95,56
53,99,42
54,55,60
54,57,31
54,58,32
54,60,65
54,66,57
54,68,32
54,71,25
54,74,26
54,76,102
54,84,83
54,86,15
54,89,29
54,92,76
54,93,38
54,97,78
54,98,20
54,99,71
55,60,53
55,61,10
55,66,8
55,67,34
55,68,55
55,73,36
55,74,55
55,76,44
55,77,39
55,79,47
55,80,66
55,81,47
55,84,43
55,92,16
55,93,31
55,94,30
55,97,26
55,98,40
56,58,57
56,59,81
56,63,17
56,64,6
56,66,28
56,67,41
56,73,52
56,82,73
56,83,81
56,84,52
56,85,15
56,87,33
57,60,70
57,62,28
57,63,75
57,64,64
57,66,32
57,69,25
57,72,22
57,76,83
57,77,45
57,80,48
57,81,34
57,82,35
57,89,5
57,90,27
57,98,21
58,60,68
58,68,19
58,69,23
58,71,45
58,80,49
58,85,72
58,89,4
58,92,53
58,93,6
58,94,30
59,61,65
59,67,99
59,72,81
59,76,100
59,77,32
59,82,25
59,84,105
59,85,87
59,88,32
59,91,102
59,92,81
59,96,43
59,98,38
59,99,75
60,63,51
60,64,51
60,65,56
60,70,71
60,72,84
60,76,65
60,78,38
60,79,13
60,80,52
60,81,44
60,83,66
60,85,53
60,87,52
60,88,38
61,63,30
61,67,43
61,70,52
61,74,60
61,77,34
61,79,39
61,83,64
61,84,52
61,86,51
61,90,18
61,91,53
61,95,35
61,96,40
62,64,74
62,65,4
62,71,20
62,72,51
62,74,28
62,75,74
62,76,94
62,80,20
62,84,79
62,87,40
62,88,21
62,92,69
62,95,19
62,96,55
62,99,63
63,64,10
63,67,58
63,72,75
63,73,64
63,75,62
63,80,89
63,81,72
63,82,83
63,83,93
63,85,2
63,86,78
63,87,48
63,91,71
63,93,68
63,94,55
64,66,34
64,72,64
64,75,52
64,77,50
64,79,51
64,84,58
64,89,61
64,92,12
64,95,55
65,68,32
65,71,21
65,75,70
65,76,90
65,78,21
65,80,24
65,84,74
65,86,9
65,87,35
65,90,39
65,94,23
65,97,66
66,67,30
66,68,48
66,70,41
66,71,57
66,72,30
66,78,33
66,79,51
66,80,65
66,82,55
66,83,59
66,85,43
66,86,50
66,88,38
66,92,23
66,93,24
66,94,30
66,97,35
66,99,20
67,74,63
67,76,57
67,80,93
67,84,10
67,86,77
67,90,35
67,97,53
68,70,13
68,78,46
68,79,72
68,90,44
68,98,33
68,99,68
69,72,32
69,80,54
69,82,44
69,88,27
69,89,21
69,90,5
69,94,20
70,77,46
70,80,42
70,82,29
70,89,11
70,94,33
70,97,70
70,98,19
71,72,66
71,73,23
71,83,25
71,86,12
71,88,18
71,99,64
72,73,44
72,78,48
72,82,58
72,83,56
72,88,52
72,91,26
72,96,80
72,99,50
73,75,62
73,76,75
73,77,20
73,83,29
73,84,67
73,92,50
73,97,51
73,99,45
74,89,19
74,92,71
74,98,28
75,77,74
75,85,60
75,86,77
75,87,41
75,88,68
75,92,40
75,94,61
76,79,68
76,80,102
76,81,84
76,83,104
76,84,67
76,97,24
76,98,81
76,99,31
77,78,14
77,81,20
77,82,31
77,93,45
77,95,26
78,80,33
78,92,46
78,93,31
78,95,12
78,99,40
79,82,41
79,92,54
79,93,56
79,94,26
79,98,39
80,82,12
80,85,89
80,88,28
80,89,45
80,90,59
81,88,9
81,92,61
81,93,37
81,96,41
81,99,56
82,84,85
82,85,83
82,90,49
82,94,28
82,97,71
82,98,17
83,86,16
83,88,31
83,95,29
83,97,80
83,98,23
83,99,74
84,87,46
84,90,41
84,91,6
84,99,48
85,87,47
85,88,62
85,89,70
85,91,69
85,92,21
85,99,22
86,93,38
87,88,27
87,91,45
87,92,29
87,95,20
87,98,27
88,90,32
88,94,8
88,96,35
89,90,24
91,93,40
91,97,66
92,94,43
94,95,12
95,96,47
95,97,52
96,97,39
