# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
708,19
709,32
710,56
711,86
712,53
713,7
714,75
715,12
716,80
717,32
718,94
719,48
720,87
721,35
722,76
723,49
724,46
725,83
726,3
727,23
728,45
729,90
730,45
731,92
732,59
733,7
734,91
735,57
736,59
737,20
738,52
739,98
740,72
741,31
742,8
743,62
744,58
745,67
746,91
747,8
748,71
749,85
750,47
751,44
752,66
753,38
754,4
755,8
756,19
757,44
758,21
759,85
760,16
761,94
762,73
763,7
764,73
765,45
766,96
767,86
768,91
769,52
770,65
771,31
772,65
773,77
774,98
775,16
776,87
777,98
778,88
779,25
780,89
781,41
782,23
783,29
784,64
785,62
786,20
787,2
788,61
789,92
790,29
791,23
792,24
793,24
794,49
795,80
796,56
797,64
798,2
799,24
800,66
801,79
802,62
803,85
804,57
805,16
806,93
807,25
808,82
809,34
810,88
811,8
812,9
813,39
814,32
815,51
816,74
817,90
818,34
819,75
820,7
821,43
822,72
823,95
824,65
825,59
826,85
827,89
828,37
829,20
830,2
831,68
832,79
833,22
834,34
835,92
836,7
837,65
838,18
839,38
840,29
841,62
842,60
843,92
844,68
845,76
846,4
847,25
848,77
849,24
850,90
851,46
852,89
853,6
854,0
855,65
856,30
857,24
858,15
859,61
860,37
861,59
862,83
863,93
864,86
865,74
866,14
867,64
868,61
869,47
870,16
871,65
872,84
873,61
874,37
875,97
876,23
877,6
878,73
879,88
880,40
881,73
882,79
883,56
884,13
885,74
886,40
887,13
888,38
889,68
890,72
891,79
892,55
893,49
894,47
895,18
896,73
897,75
898,5
899,61
900,23
901,53
902,90
903,23
904,11
905,70
906,12
907,47
908,7
909,24
910,76
911,33
912,61
913,34
914,12
915,97
916,34
917,60
918,40
919,71
920,21
921,94
922,28
923,57
924,59
925,26
926,62
927,8
928,85
929,28
930,49
931,67
932,88
933,74
934,13
935,69
936,12
937,93
938,31
939,83
940,58
941,97
942,77
943,75
944,61
945,67
946,34
947,41
948,42
949,51
950,96
951,90
952,13
953,41
954,7
955,81
956,4
957,25
958,52
959,18
960,92
961,4
962,93
963,84
964,6
965,3
966,55
967,1
968,98
969,23
970,22
971,29
972,59
973,27
974,12
975,16
976,56
977,35
978,28
979,15
980,46
981,49
982,28
983,84
984,42
985,71
986,44
987,14
988,12
989,95
990,42
991,88
992,81
993,5
994,80
995,38
996,8
997,5
998,54
999,85
1000,96
1001,56
1002,95
1003,23
1004,59
1005,23
1006,17
1007,21
1008,36
1009,33
1010,14
1011,76
1012,52
1013,60
1014,39
1015,35
1016,6
1017,24
1018,83
1019,41
1020,71
1021,28
1022,17
1023,89
1024,30
1025,60
1026,85
1027,99
1028,39
1029,58
1030,63
1031,82
1032,92
1033,94
1034,40
1035,94
1036,81
1037,83
1038,57
1039,16
1040,56
1041,81
1042,46
1043,86
1044,99
1045,49
1046,53
1047,26
1048,12
1049,94
1050,12
1051,19
1052,18
1053,41
1054,64
1055,82
1056,74
1057,87
1058,39
1059,51
1060,99
1061,24
1062,71
1063,16
1064,91
1065,86
1066,18
1067,49
1068,19
1069,77
1070,38
1071,17
1072,54
1073,27
1074,8
1075,78
1076,52
1077,56
1078,3
1079,6
1080,73
1081,3
1082,95
1083,62
1084,67
1085,50
1086,39
1087,31
1088,2
1089,55
1090,36
1091,77
1092,40
1093,97
1094,37
1095,58
1096,25
1097,24
1098,39
1099,6
1100,77
1101,19
1102,7
1103,85
1104,74
1105,86
1106,12
1107,37
1108,24
1109,81
1110,97
1111,76
1112,73
1113,20
1114,11
1115,8
1116,22
1117,93
1118,77
1119,58
1120,92
1121,10
1122,85
1123,35
1124,5
1125,47
1126,64
1127,7
1128,61
1129,86
1130,35
1131,52
1132,15
1133,50
1134,33
1135,68
1136,5
1137,12
1138,42
1139,14
1140,95
1141,45
1142,44
1143,17
1144,92
1145,55
1146,17
1147,76
1148,38
1149,1
1150,87
1151,20
1152,25
1153,3
1154,65
1155,50
1156,84
1157,40
1158,58
1159,93
1160,12
1161,40
1162,40
1163,76
1164,67
1165,0
1166,27
1167,76
1168,88
1169,63
1170,27
1171,80
1172,15
1173,7
1174,71
1175,84
1176,92
1177,31
1178,20
1179,27
1180,32
1181,80
1182,18
1183,4
1184,82
1185,91
1186,5
1187,75
1188,72
1189,2
1190,12
1191,37
1192,10
1193,52
1194,42
1195,93
1196,73
1197,44
1198,20
1199,98
1200,94
1201,64
1202,79
1203,55
1204,52
1205,63
1206,21
1207,45
1208,79
1209,73
1210,15
1211,84
1212,58
1213,41
1214,82
1215,46
1216,52
1217,42
1218,6
1219,52
1220,47
1221,95
1222,28
1223,41
1224,27
1225,98
1226,9
1227,64
1228,64
1229,27
1230,93
1231,56
1232,66
1233,15
1234,28
1235,95
1236,87
1237,59
1238,55
1239,44
1240,13
1241,97
1242,58
1243,34
1244,11
1245,62
1246,47
1247,66
1248,83
1249,78
1250,62
1251,64
1252,66
1253,45
1254,82
1255,27
1256,35
1257,51
1258,1
1259,37
1260,13
1261,21
1262,40
1263,5
1264,86
1265,34
1266,82
1267,46
1268,92
1269,74
1270,79
1271,94
1272,29
1273,48
1274,54
1275,8
1276,83
1277,72
1278,5
1279,60
1280,9
1281,46
1282,56
1283,42
1284,18
1285,89
1286,47
1287,12
1288,33
1289,6
1290,58
1291,4
1292,68
1293,43
1294,49
1295,18
1296,52
1297,1
1298,2
1299,48
1300,16
1301,22
1302,5
1303,17
1304,51
1305,25
1306,62
1307,62
1308,65
1309,50
1310,49
1311,79
1312,27
1313,14
1314,26
1315,90
1316,15
1317,85
1318,24
1319,98
1320,66
1321,67
1322,18
1323,2
1324,86
1325,7
1326,85
1327,11
1328,45
1329,11
1330,91
1331,70
1332,68
1333,10
1334,18
1335,39
1336,76
1337,31
1338,26
1339,53
1340,51
1341,25
1342,73
1343,9
1344,16
1345,25
1346,42
1347,59
1348,48
1349,16
1350,42
1351,72
1352,99
1353,65
1354,84
1355,60
1356,46
1357,61
1358,93
1359,12
1360,49
1361,95
1362,1
1363,2
1364,9
1365,84
1366,24
1367,20
1368,89
1369,64
1370,82
1371,27
1372,23
1373,69
1374,50
1375,23
1376,86
1377,42
1378,24
1379,69
1380,35
1381,75
1382,38
1383,23
1384,74
1385,47
1386,84
1387,96
1388,51
1389,2
1390,69
1391,36
1392,24
1393,27
1394,76
1395,78
1396,87
1397,21
1398,35
1399,77
1400,92
1401,89
1402,59
1403,61
1404,73
1405,3
1406,97
1407,32
1408,68
1409,13
1410,91
1411,64
1412,99
1413,27
1414,35
1415,1
1416,17
1417,26
1418,7
1419,27
1420,30
1421,74
1422,1
1423,18
1424,16
1425,75
1426,52
1427,19
1428,97
1429,8
1430,89
1431,75
1432,96
1433,37
1434,37
1435,56
1436,70
1437,59
1438,44
1439,63
1440,5
1441,49
1442,70
1443,98
1444,89
1445,59
1446,70
1447,12
1448,38
1449,36
1450,62
1451,31
1452,8
1453,33
1454,64
1455,44
1456,14
1457,30
1458,38
1459,25
1460,1
1461,5
1462,81
1463,33
1464,41
1465,46
1466,62
1467,65
1468,32
1469,64
1470,79
1471,67
1472,5
1473,62
1474,44
1475,48
1476,66
1477,12
1478,49
1479,5
1480,35
1481,98
1482,65
1483,37
1484,46
1485,74
1486,9
1487,8
1488,33
1489,52
1490,91
1491,59
1492,53
1493,47
1494,75
1495,69
1496,93
1497,3
1498,50
1499,98
1500,44
1501,52
1502,13
1503,76
1504,46
1505,87
1506,67
1507,24
1508,38
1509,91
1510,28
1511,80
1512,45
1513,72
1514,56
1515,15
1516,55
1517,95
1518,22
1519,19
1520,96
1521,81
1522,32
1523,54
1524,68
1525,97
1526,31
1527,81
1528,75
1529,44
1530,89
1531,20
1532,43
1533,97
1534,75
1535,45
1536,52
1537,52
1538,78
1539,37
1540,65
1541,39
1542,77
1543,35
1544,79
1545,78
1546,33
1547,31
1548,90
1549,74
1550,96
1551,15
1552,6
1553,94
1554,8
1555,63
1556,42
1557,0
1558,81
1559,77
1560,71
1561,12
1562,54
1563,48
1564,88
1565,28
1566,61
1567,36
1568,15
1569,16
1570,57
1571,35
1572,25
1573,21
1574,40
1575,16
1576,45
1577,9
1578,34
1579,20
1580,45
1581,60
1582,47
1583,34
1584,64
1585,59
1586,40
1587,67
1588,45
1589,35
1590,65
1591,16
1592,85
1593,77
1594,7
1595,18
1596,26
1597,77
1598,17
1599,90
1600,37
1601,47
1602,67
1603,52
1604,73
1605,97
1606,58
1607,20
1608,51
1609,28
1610,39
1611,8
1612,83
1613,3
1614,31
1615,65
1616,91
1617,93
1618,82
1619,3
1620,22
1621,96
1622,48
1623,66
1624,56
1625,74
1626,11
1627,4
1628,46
1629,83
1630,74
1631,79
1632,48
1633,25
1634,58
1635,27
1636,90
1637,24
1638,91
1639,68
1640,71
1641,67
1642,50
1643,99
1644,89
1645,23
1646,82
1647,72
1648,15
1649,23
1650,47
1651,33
1652,93
1653,23
1654,20
1655,5
1656,80
1657,0
1658,47
1659,48
1660,6
1661,10
1662,89
1663,15
1664,37
1665,0
1666,97
1667,93
1668,29
1669,14
1670,29
1671,32
1672,35
1673,10
1674,13
1675,42
1676,6
1677,2
1678,86
1679,33
1680,13
1681,52
1682,56
1683,85
1684,36
1685,74
1686,68
1687,84
1688,94
1689,91
1690,54
1691,39
1692,26
1693,58
1694,34
1695,98
1696,64
1697,89
1698,49
1699,2
1700,76
1701,48
1702,14
1703,59
1704,14
1705,9
1706,34
1707,0
1708,58
1709,10
1710,55
1711,64
1712,2
1713,67
1714,63
1715,52
1716,92
1717,43
1718,61
1719,71
1720,9
1721,38
1722,45
1723,55
1724,44
1725,45
1726,0
1727,21
1728,63
1729,73
1730,98
1731,67
1732,91
1733,18
1734,10
1735,79
1736,62
1737,14
1738,15
1739,58
1740,66
1741,17
1742,30
1743,13
1744,88
1745,60
1746,52
1747,3
1748,58
1749,61
1750,26
1751,16
1752,41
1753,5
1754,26
1755,56
1756,23
1757,91
1758,38
1759,39
1760,59
1761,21
1762,25
1763,19
1764,53
1765,75
1766,58
1767,2
1768,74
1769,95
1770,11
1771,86
1772,65
1773,36
1774,13
1775,19
1776,90
1777,45
1778,24
1779,53
1780,92
1781,61
1782,42
1783,44
1784,24
1785,18
1786,62
1787,83
1788,11
1789,47
1790,76
1791,43
1792,76
1793,95
1794,95
1795,9
1796,37
1797,11
1798,95
1799,99
1800,11
1801,51
1802,77
1803,21
1804,84
1805,29
1806,89
1807,40
1808,65
1809,97
1810,63
1811,57
1812,11
1813,50
1814,12
1815,14
1816,29
1817,15
1818,46
1819,94
1820,69
1821,90
1822,46
1823,52
1824,20
1825,15
1826,38
1827,38
1828,73
1829,0
1830,92
1831,23
1832,84
1833,99
1834,67
1835,55
1836,56
1837,94
1838,48
1839,89
1840,99
1841,31
1842,55
1843,48
1844,18
1845,86
1846,48
1847,5
1848,27
1849,26
1850,77
1851,78
1852,66
1853,88
1854,8
1855,44
1856,2
1857,35
1858,72
1859,13
1860,1
1861,3
1862,88
1863,45
1864,17
1865,8
1866,83
1867,94
1868,35
1869,92
1870,99
1871,18
1872,71
1873,13
1874,60
1875,99
1876,41
1877,2
1878,37
1879,46
1880,11
1881,32
1882,57
1883,8
1884,61
1885,5
1886,82
1887,17
1888,86
1889,49
1890,26
1891,98
1892,15
1893,59
1894,51
1895,24
1896,3
1897,87
1898,16
1899,43
1900,93
1901,99
1902,26
1903,0
1904,85
1905,34
1906,10
1907,74
1908,52
1909,99
1910,79
1911,36
1912,83
1913,95
1914,0
1915,4
1916,51
1917,62
1918,84
1919,52
1920,47
1921,11
1922,43
1923,51
1924,59
1925,40
1926,38
1927,90
1928,97
1929,16
1930,82
1931,77
1932,41
1933,67
1934,92
1935,27
1936,50
1937,82
1938,80
1939,59
1940,20
1941,84
1942,32
1943,24
1944,52
1945,59
1946,66
1947,52
1948,57
1949,46
1950,33
1951,76
1952,47
1953,96
1954,39
1955,80
1956,21
1957,23
1958,68
1959,29
1960,92
1961,59
1962,76
1963,93
1964,14
1965,64
1966,11
1967,36
1968,71
1969,88
1970,59
1971,83
1972,49
1973,78
1974,86
1975,5
1976,68
1977,52
1978,68
1979,26
1980,0
1981,7
1982,10
1983,25
1984,33
1985,70
1986,84
1987,65
1988,69
1989,74
1990,76
1991,50
1992,78
1993,17
1994,80
1995,93
1996,90
1997,39
1998,20
1999,21
