# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
258,15
259,30
260,14
261,45
262,40
263,95
264,61
265,96
266,83
267,79
268,19
269,84
270,84
271,9
272,73
273,97
274,85
275,41
276,48
277,9
278,91
279,85
280,86
281,62
282,68
283,12
284,96
285,53
286,4
287,29
288,46
289,59
290,49
291,65
292,76
293,76
294,39
295,90
296,46
297,55
298,81
299,7
300,9
301,16
302,60
303,40
304,61
305,90
306,69
307,70
308,55
309,9
310,24
311,43
312,66
313,56
314,58
315,40
316,91
317,94
318,99
319,19
320,40
321,77
322,59
323,75
324,40
325,28
326,78
327,7
328,16
329,97
330,58
331,43
332,27
333,55
334,64
335,23
336,81
337,6
338,0
339,95
340,16
341,88
342,76
343,85
344,38
345,83
346,26
347,15
348,55
349,58
350,20
351,29
352,80
353,40
354,94
355,17
356,69
357,59
358,61
359,53
360,62
361,69
362,71
363,25
364,35
365,9
366,5
367,49
368,34
369,2
370,28
371,17
372,58
373,85
374,58
375,24
376,73
377,95
378,79
379,82
380,0
381,28
382,63
383,76
384,67
385,38
386,1
387,62
388,15
389,65
390,26
391,14
392,39
393,34
394,14
395,31
396,88
397,19
398,2
399,69
400,47
401,45
402,45
403,23
404,20
405,18
406,77
407,99
408,21
409,22
410,57
411,57
412,79
413,94
414,57
415,87
416,96
417,15
418,55
419,56
420,87
421,83
422,4
423,51
424,32
425,42
426,46
427,25
428,1
429,57
430,85
431,95
432,44
433,17
434,59
435,34
436,93
437,59
438,43
439,45
440,99
441,86
442,92
443,49
444,92
445,4
446,74
447,28
448,71
449,31
450,30
451,59
452,70
453,41
454,96
455,79
456,1
457,23
458,98
459,16
460,48
461,71
462,75
463,83
464,85
465,50
466,65
467,91
468,46
469,50
470,42
471,13
472,18
473,14
474,59
475,77
476,39
477,40
478,87
479,49
480,89
481,62
482,40
483,23
484,87
485,24
486,27
487,52
488,60
489,23
490,65
491,3
492,39
493,94
494,67
495,14
496,99
497,58
498,8
499,32
500,28
501,2
502,31
503,47
504,83
505,65
506,63
507,71
508,43
509,58
510,19
511,85
512,78
513,93
514,45
515,27
516,33
517,29
518,13
519,26
520,0
521,29
522,71
523,26
524,49
525,80
526,49
527,59
528,89
529,42
530,99
531,52
532,31
533,22
534,0
535,10
536,3
537,22
538,61
539,73
540,28
541,49
542,71
543,29
544,18
545,67
546,67
547,54
548,85
549,15
550,35
551,11
552,83
553,48
554,55
555,1
556,44
557,14
558,2
559,47
560,46
561,91
562,63
563,9
564,87
565,48
566,78
567,22
568,81
569,34
570,18
571,16
572,97
573,80
574,12
575,71
576,90
577,82
578,46
579,36
580,9
581,24
582,5
583,87
584,81
585,35
586,68
587,48
588,69
589,97
590,14
591,70
592,36
593,18
594,66
595,93
596,16
597,84
598,46
599,71
600,99
601,85
602,61
603,17
604,76
605,6
606,91
607,17
608,15
609,60
610,81
611,39
612,88
613,82
614,19
615,38
616,74
617,64
618,37
619,33
620,83
621,9
622,57
623,73
624,10
625,23
626,16
627,58
628,58
629,6
630,9
631,37
632,30
633,80
634,27
635,15
636,94
637,56
638,14
639,32
640,39
641,36
642,28
643,69
644,35
645,33
646,35
647,94
648,59
649,61
650,83
651,92
652,9
653,31
654,60
655,69
656,57
657,97
658,16
659,97
660,41
661,71
662,82
663,82
664,25
665,1
666,3
667,14
668,70
669,2
670,26
671,82
672,73
673,66
674,37
675,72
676,53
677,27
678,74
679,85
680,56
681,51
682,85
683,25
684,46
685,17
686,49
687,74
688,63
689,76
690,31
691,2
692,80
693,62
694,7
695,48
696,7
697,38
698,94
699,17
700,74
701,8
702,95
703,83
704,37
705,51
706,31
707,58
708,14
709,98
710,65
711,70
712,46
713,54
714,80
715,51
716,77
717,99
718,78
719,95
720,75
721,24
722,22
723,31
724,10
725,30
726,81
727,17
728,65
729,94
730,55
731,44
732,96
733,59
734,68
735,30
736,58
737,58
738,48
739,17
740,2
741,15
742,82
743,53
744,8
745,46
746,38
747,4
748,10
749,42
750,94
751,62
752,92
753,3
754,75
755,75
756,98
757,79
758,49
759,70
760,93
761,86
762,78
763,62
764,17
765,8
766,88
767,60
768,66
769,98
770,36
771,54
772,58
773,37
774,64
775,95
776,28
777,9
778,77
779,98
780,26
781,58
782,70
783,40
784,50
785,64
786,83
787,63
788,61
789,66
790,27
791,98
792,60
793,83
794,38
795,74
796,33
797,32
798,42
799,91
800,29
801,46
802,34
803,32
804,79
805,24
806,93
807,32
808,66
809,15
810,98
811,99
812,70
813,78
814,54
815,79
816,45
817,39
818,28
819,39
820,87
821,86
822,29
823,78
824,93
825,80
826,59
827,94
828,73
829,5
830,77
831,62
832,0
833,47
834,22
835,61
836,49
837,54
838,40
839,34
840,77
841,11
842,15
843,65
844,46
845,11
846,11
847,34
848,94
849,78
850,78
851,18
852,37
853,85
854,66
855,17
856,74
857,68
858,76
859,8
860,62
861,67
862,6
863,1
864,14
865,43
866,69
867,78
868,4
869,76
870,12
871,94
872,64
873,15
874,48
875,48
876,24
877,61
878,36
879,71
880,29
881,57
882,19
883,25
884,69
885,53
886,52
887,67
888,97
889,23
890,39
891,0
892,68
893,38
894,87
895,25
896,46
897,52
898,13
899,59
900,44
901,26
902,71
903,37
904,45
905,77
906,94
907,65
908,26
909,29
910,94
911,99
912,65
913,47
914,38
915,77
916,75
917,37
918,55
919,9
920,30
921,77
922,82
923,67
924,73
925,53
926,94
927,90
928,14
929,9
930,9
931,56
932,95
933,31
934,80
935,10
936,55
937,48
938,28
939,52
940,65
941,41
942,15
943,36
944,52
945,34
946,60
947,63
948,60
949,64
950,12
951,11
952,21
953,43
954,13
955,52
956,82
957,46
958,38
959,96
960,77
961,67
962,66
963,0
964,30
965,94
966,77
967,18
968,47
969,47
970,45
971,46
972,55
973,59
974,66
975,7
976,9
977,90
978,84
979,54
980,81
981,92
982,98
983,67
984,70
985,48
986,63
987,96
988,70
989,66
990,4
991,26
992,51
993,90
994,47
995,30
996,81
997,88
998,13
999,11
1000,3
1001,72
1002,98
1003,0
1004,33
1005,21
1006,80
1007,79
1008,6
1009,73
1010,57
1011,22
1012,54
1013,83
1014,35
1015,23
1016,77
1017,31
1018,29
1019,80
1020,99
1021,88
1022,85
1023,31
1024,42
1025,86
1026,31
1027,14
1028,81
1029,2
1030,58
1031,0
1032,44
1033,6
1034,77
1035,53
1036,55
1037,62
1038,77
1039,30
1040,58
1041,63
1042,32
1043,67
1044,76
1045,58
1046,6
1047,24
1048,40
1049,21
1050,24
1051,78
1052,57
1053,72
1054,67
1055,95
1056,3
1057,53
1058,38
1059,6
1060,81
1061,27
1062,70
1063,75
1064,73
1065,12
1066,78
1067,44
1068,7
1069,15
1070,89
1071,75
1072,13
1073,51
1074,40
1075,87
1076,71
1077,70
1078,31
1079,36
1080,23
1081,21
1082,98
1083,24
1084,41
1085,46
1086,66
1087,40
1088,2
1089,56
1090,47
1091,1
1092,15
1093,46
1094,84
1095,21
1096,66
1097,49
1098,46
1099,35
1100,69
1101,53
1102,33
1103,46
1104,60
1105,65
1106,67
1107,26
1108,2
1109,90
1110,74
1111,94
1112,26
1113,76
1114,90
1115,31
1116,89
1117,17
1118,1
1119,3
1120,62
1121,99
1122,19
1123,14
1124,81
1125,67
1126,2
1127,92
1128,23
1129,34
1130,87
1131,89
1132,75
1133,24
1134,15
1135,90
1136,22
1137,51
1138,89
1139,92
1140,85
1141,45
1142,69
1143,8
1144,68
1145,90
1146,24
1147,82
1148,81
1149,51
1150,2
1151,75
1152,9
1153,0
1154,75
1155,4
1156,82
1157,16
1158,19
1159,11
1160,26
1161,82
1162,35
1163,7
1164,25
1165,34
1166,16
1167,12
1168,15
1169,86
1170,58
1171,6
1172,20
1173,53
1174,96
1175,46
1176,61
1177,21
1178,33
1179,5
1180,60
1181,63
1182,11
1183,43
1184,39
1185,95
1186,61
1187,89
1188,8
1189,97
1190,68
1191,90
1192,10
1193,62
1194,60
1195,77
1196,66
1197,89
1198,86
1199,81
1200,39
1201,65
1202,82
1203,32
1204,39
1205,33
1206,96
1207,30
1208,5
1209,95
1210,73
1211,58
1212,73
1213,64
1214,0
1215,67
1216,44
1217,69
1218,94
1219,73
1220,62
1221,46
1222,41
1223,93
1224,21
1225,45
1226,90
1227,22
1228,20
1229,7
1230,70
1231,61
1232,3
1233,65
1234,79
1235,46
1236,15
1237,24
1238,40
1239,20
1240,73
1241,2
1242,36
1243,11
1244,36
1245,54
1246,9
1247,82
1248,83
1249,15
1250,80
1251,37
1252,84
1253,17
1254,25
1255,85
1256,11
1257,56
1258,85
1259,68
1260,27
1261,83
1262,21
1263,7
1264,95
1265,28
1266,26
1267,68
1268,77
1269,97
1270,97
1271,52
1272,43
1273,32
1274,55
1275,31
1276,91
1277,74
1278,24
1279,27
1280,76
1281,52
1282,82
1283,67
1284,71
1285,13
1286,93
1287,87
1288,40
1289,69
1290,67
1291,31
1292,48
1293,95
1294,5
1295,22
1296,11
1297,72
1298,86
1299,90
1300,18
1301,83
1302,46
1303,67
1304,50
1305,92
1306,79
1307,73
1308,0
1309,83
1310,82
1311,82
1312,6
1313,14
1314,37
1315,76
1316,53
1317,64
1318,41
1319,37
1320,23
1321,28
1322,73
1323,63
1324,44
1325,60
1326,31
1327,80
1328,84
1329,82
1330,75
1331,70
1332,83
1333,7
1334,44
1335,66
1336,16
1337,12
1338,34
1339,9
1340,46
1341,97
1342,62
1343,72
1344,26
1345,58
1346,55
1347,31
1348,86
1349,5
1350,92
1351,23
1352,15
1353,51
1354,90
1355,84
1356,69
1357,28
1358,69
1359,24
1360,50
1361,5
1362,46
1363,42
1364,0
1365,57
1366,93
1367,28
1368,19
1369,27
1370,96
1371,43
1372,6
1373,92
1374,87
1375,12
1376,28
1377,40
1378,49
1379,90
1380,62
1381,12
1382,74
1383,63
1384,41
1385,83
1386,12
1387,52
1388,95
1389,29
1390,0
1391,73
1392,35
1393,37
1394,15
1395,74
1396,69
1397,76
1398,97
1399,96
1400,29
1401,28
1402,60
1403,2
1404,70
1405,83
1406,53
1407,75
1408,14
1409,12
1410,72
1411,37
1412,55
1413,74
1414,96
1415,99
1416,17
1417,36
1418,15
1419,82
1420,5
1421,3
1422,95
1423,71
1424,40
1425,12
1426,76
1427,82
1428,57
1429,93
1430,46
1431,87
1432,21
1433,42
1434,88
1435,14
1436,15
1437,34
1438,60
1439,91
1440,43
1441,14
1442,64
1443,57
1444,53
1445,18
1446,68
1447,39
1448,16
1449,46
1450,76
1451,14
1452,98
1453,25
1454,74
1455,97
1456,44
1457,73
1458,78
1459,3
1460,15
1461,80
1462,74
1463,25
1464,17
1465,90
1466,40
1467,68
1468,59
1469,50
1470,32
1471,3
1472,49
1473,47
1474,63
1475,36
1476,36
1477,98
1478,2
1479,86
1480,9
1481,94
1482,46
1483,81
1484,53
1485,28
1486,17
1487,2
1488,30
1489,9
1490,82
1491,79
1492,3
1493,33
1494,15
1495,28
1496,64
1497,38
1498,19
1499,96
1500,61
1501,94
1502,70
1503,56
1504,84
1505,8
1506,66
1507,32
1508,84
1509,31
1510,85
1511,75
1512,11
1513,75
1514,33
1515,96
1516,9
1517,19
1518,39
1519,31
1520,72
1521,66
1522,3
1523,36
1524,58
1525,7
1526,52
1527,13
1528,38
1529,84
1530,70
1531,27
1532,23
1533,70
1534,80
1535,43
1536,1
1537,42
1538,82
1539,1
1540,0
1541,50
1542,31
1543,26
1544,19
1545,51
1546,4
1547,24
1548,87
1549,6
1550,10
1551,93
1552,92
1553,18
1554,53
1555,31
1556,58
1557,75
1558,86
1559,4
1560,3
1561,10
1562,0
1563,21
1564,34
1565,19
1566,19
1567,76
1568,76
1569,43
1570,16
1571,60
1572,8
1573,85
1574,96
1575,54
1576,22
1577,65
1578,66
1579,55
1580,63
1581,73
1582,55
1583,5
1584,95
1585,43
1586,12
1587,81
1588,93
1589,61
1590,71
1591,65
1592,50
1593,61
1594,45
1595,0
1596,28
1597,30
1598,44
1599,81
1600,12
1601,85
1602,14
1603,99
1604,92
1605,76
1606,44
1607,66
1608,34
1609,68
1610,76
1611,87
1612,72
1613,36
1614,93
1615,1
1616,41
1617,80
1618,76
1619,67
1620,96
1621,27
1622,99
1623,78
1624,82
1625,15
1626,48
1627,87
1628,5
1629,41
1630,17
1631,1
1632,96
1633,54
1634,62
1635,44
1636,72
1637,45
1638,33
1639,93
1640,77
1641,30
1642,87
1643,94
1644,62
1645,76
1646,83
1647,92
1648,68
1649,75
1650,38
1651,58
1652,43
1653,69
1654,52
1655,93
1656,53
1657,92
1658,30
1659,19
1660,81
1661,96
1662,26
1663,23
1664,20
1665,70
1666,37
1667,98
1668,9
1669,89
1670,95
1671,31
1672,6
1673,26
1674,92
1675,37
1676,42
1677,6
1678,18
1679,62
1680,48
1681,62
1682,30
1683,26
1684,26
1685,86
1686,72
1687,2
1688,3
1689,7
1690,42
1691,95
1692,30
1693,73
1694,55
1695,98
1696,14
1697,99
1698,25
1699,53
1700,77
1701,43
1702,90
1703,38
1704,51
1705,53
1706,17
1707,20
1708,93
1709,28
1710,97
1711,58
1712,50
1713,20
1714,22
1715,42
1716,69
1717,67
1718,61
1719,82
1720,92
1721,99
1722,81
1723,58
1724,1
1725,85
1726,38
1727,40
1728,89
1729,16
1730,5
1731,94
1732,87
1733,42
1734,31
1735,39
1736,8
1737,12
1738,26
1739,97
1740,77
1741,14
1742,6
1743,54
1744,11
1745,86
1746,66
1747,97
1748,75
1749,77
1750,85
1751,52
1752,47
1753,85
1754,32
1755,36
1756,92
1757,11
1758,33
1759,5
1760,5
1761,54
1762,50
1763,81
1764,15
1765,1
1766,67
1767,45
1768,13
1769,55
1770,12
1771,30
1772,60
1773,18
1774,94
1775,80
1776,13
1777,69
1778,90
1779,98
1780,98
1781,86
1782,36
1783,30
1784,63
1785,87
1786,45
1787,40
1788,44
1789,93
1790,21
1791,31
1792,82
1793,3
1794,89
1795,53
1796,81
1797,7
1798,48
1799,55
1800,34
1801,70
1802,43
1803,54
1804,6
1805,52
1806,22
1807,77
1808,70
1809,53
1810,33
1811,45
1812,20
1813,42
1814,3
1815,67
1816,45
1817,21
1818,11
1819,96
1820,9
1821,61
1822,14
1823,31
1824,7
1825,68
1826,86
1827,13
1828,27
1829,65
1830,34
1831,69
1832,65
1833,28
1834,49
1835,28
1836,37
1837,24
1838,37
1839,51
1840,10
1841,22
1842,42
1843,96
1844,31
1845,34
1846,47
1847,56
1848,9
1849,97
1850,76
1851,50
1852,74
1853,53
1854,90
1855,1
1856,79
1857,44
1858,31
1859,17
1860,26
1861,69
1862,16
1863,45
1864,62
1865,96
1866,65
1867,17
1868,65
1869,19
1870,63
1871,25
1872,74
1873,74
1874,23
1875,38
1876,27
1877,15
1878,74
1879,42
1880,22
1881,31
1882,28
1883,72
1884,66
1885,52
1886,42
1887,35
1888,50
1889,32
1890,46
1891,9
1892,17
1893,95
1894,22
1895,91
1896,94
1897,33
1898,59
1899,72
1900,0
1901,5
1902,43
1903,97
1904,32
1905,78
1906,5
1907,93
1908,55
1909,0
1910,14
1911,36
1912,6
1913,80
1914,40
1915,28
1916,14
1917,7
1918,97
1919,22
1920,75
1921,54
1922,2
1923,34
1924,83
1925,69
1926,12
1927,67
1928,2
1929,95
1930,72
1931,0
1932,34
1933,31
1934,8
1935,62
1936,38
1937,36
1938,30
1939,39
1940,34
1941,59
1942,71
1943,19
1944,60
1945,74
1946,96
1947,14
1948,82
1949,0
1950,32
1951,6
1952,13
1953,91
1954,88
1955,22
1956,78
1957,65
1958,22
1959,25
1960,54
1961,50
1962,16
1963,45
1964,44
1965,7
1966,32
1967,33
1968,21
1969,72
1970,39
1971,78
1972,51
1973,92
1974,82
1975,56
1976,16
1977,69
1978,50
1979,4
1980,48
1981,15
1982,93
1983,78
1984,1
1985,36
1986,5
1987,4
1988,47
1989,2
1990,84
1991,96
1992,96
1993,65
1994,21
1995,53
1996,41
1997,20
1998,37
1999,71
